2025 Federal Election Senate First Preferences By Polling Place for Division 196 [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:29 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlaceNm,Group,CandidateID,BallotPosition,CandidateDetails,PartyNm,OrdinaryVotes
TAS,196,Lyons,8551,Bagdad,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,5
TAS,196,Lyons,8551,Bagdad,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8551,Bagdad,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8551,Bagdad,B,42111,0,B Above-the-line Votes,Liberal,126
TAS,196,Lyons,8551,Bagdad,B,40691,1,"CHANDLER, Claire",Liberal,9
TAS,196,Lyons,8551,Bagdad,B,40692,2,"COLBECK, Richard Mansell",Liberal,6
TAS,196,Lyons,8551,Bagdad,B,40693,3,"MARTIN, Jacki",Liberal,2
TAS,196,Lyons,8551,Bagdad,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,21
TAS,196,Lyons,8551,Bagdad,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,0
TAS,196,Lyons,8551,Bagdad,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,196,Lyons,8551,Bagdad,C,41419,3,"SMITH, Greg",Trumpet of Patriots,1
TAS,196,Lyons,8551,Bagdad,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,36
TAS,196,Lyons,8551,Bagdad,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,4
TAS,196,Lyons,8551,Bagdad,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,1
TAS,196,Lyons,8551,Bagdad,E,42119,0,E Above-the-line Votes,Animal Justice Party,9
TAS,196,Lyons,8551,Bagdad,E,41753,1,"DAVIES, Casey",Animal Justice Party,4
TAS,196,Lyons,8551,Bagdad,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,196,Lyons,8551,Bagdad,F,42112,0,F Above-the-line Votes,The Greens,33
TAS,196,Lyons,8551,Bagdad,F,41165,1,"McKIM, Nick",The Greens,11
TAS,196,Lyons,8551,Bagdad,F,41168,2,"BLEYER, Vanessa",The Greens,4
TAS,196,Lyons,8551,Bagdad,F,41169,3,"JORDAN, Scott",The Greens,0
TAS,196,Lyons,8551,Bagdad,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,196,Lyons,8551,Bagdad,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,40
TAS,196,Lyons,8551,Bagdad,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,14
TAS,196,Lyons,8551,Bagdad,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,196,Lyons,8551,Bagdad,H,42120,0,H Above-the-line Votes,Libertarian,2
TAS,196,Lyons,8551,Bagdad,H,41698,1,"ABRAHAM, Chrysten",Libertarian,0
TAS,196,Lyons,8551,Bagdad,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,196,Lyons,8551,Bagdad,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,53
TAS,196,Lyons,8551,Bagdad,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,9
TAS,196,Lyons,8551,Bagdad,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,196,Lyons,8551,Bagdad,J,42114,0,J Above-the-line Votes,Citizens Party,2
TAS,196,Lyons,8551,Bagdad,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,196,Lyons,8551,Bagdad,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,196,Lyons,8551,Bagdad,K,42116,0,K Above-the-line Votes,Australian Labor Party,233
TAS,196,Lyons,8551,Bagdad,K,41721,1,"BROWN, Carol",Australian Labor Party,19
TAS,196,Lyons,8551,Bagdad,K,41722,2,"DOWLING, Richard",Australian Labor Party,0
TAS,196,Lyons,8551,Bagdad,K,41724,3,"FALLS, Bailey",Australian Labor Party,2
TAS,196,Lyons,8551,Bagdad,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,0
TAS,196,Lyons,8551,Bagdad,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,0
TAS,196,Lyons,8551,Bagdad,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,1
TAS,196,Lyons,8551,Bagdad,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",60
TAS,196,Lyons,8551,Bagdad,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",12
TAS,196,Lyons,8551,Bagdad,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",1
TAS,196,Lyons,8551,Bagdad,UG,42066,1,"EDWARDS, Fenella",Independent,1
TAS,196,Lyons,8551,Bagdad,ZZ,0,99,INFORMAL,,41
TAS,196,Lyons,8556,Bicheno,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,5
TAS,196,Lyons,8556,Bicheno,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8556,Bicheno,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8556,Bicheno,B,42111,0,B Above-the-line Votes,Liberal,103
TAS,196,Lyons,8556,Bicheno,B,40691,1,"CHANDLER, Claire",Liberal,7
TAS,196,Lyons,8556,Bicheno,B,40692,2,"COLBECK, Richard Mansell",Liberal,2
TAS,196,Lyons,8556,Bicheno,B,40693,3,"MARTIN, Jacki",Liberal,1
TAS,196,Lyons,8556,Bicheno,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,16
TAS,196,Lyons,8556,Bicheno,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,3
TAS,196,Lyons,8556,Bicheno,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,196,Lyons,8556,Bicheno,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,196,Lyons,8556,Bicheno,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,14
TAS,196,Lyons,8556,Bicheno,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,5
TAS,196,Lyons,8556,Bicheno,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,196,Lyons,8556,Bicheno,E,42119,0,E Above-the-line Votes,Animal Justice Party,3
TAS,196,Lyons,8556,Bicheno,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,196,Lyons,8556,Bicheno,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,1
TAS,196,Lyons,8556,Bicheno,F,42112,0,F Above-the-line Votes,The Greens,86
TAS,196,Lyons,8556,Bicheno,F,41165,1,"McKIM, Nick",The Greens,20
TAS,196,Lyons,8556,Bicheno,F,41168,2,"BLEYER, Vanessa",The Greens,2
TAS,196,Lyons,8556,Bicheno,F,41169,3,"JORDAN, Scott",The Greens,1
TAS,196,Lyons,8556,Bicheno,F,41171,4,"HOARE, Trenton",The Greens,0
TAS,196,Lyons,8556,Bicheno,G,42117,0,G Above-the-line Votes,Jacqui Lambie Network,26
TAS,196,Lyons,8556,Bicheno,G,41773,1,"LAMBIE, Jacqui",Jacqui Lambie Network,9
TAS,196,Lyons,8556,Bicheno,G,41779,2,"HANNAN, Christine",Jacqui Lambie Network,0
TAS,196,Lyons,8556,Bicheno,H,42120,0,H Above-the-line Votes,Libertarian,1
TAS,196,Lyons,8556,Bicheno,H,41698,1,"ABRAHAM, Chrysten",Libertarian,0
TAS,196,Lyons,8556,Bicheno,H,41701,2,"ARMSTRONG, Nicole",Libertarian,0
TAS,196,Lyons,8556,Bicheno,I,42118,0,I Above-the-line Votes,Pauline Hanson's One Nation,21
TAS,196,Lyons,8556,Bicheno,I,41175,1,"HANSON, Lee",Pauline Hanson's One Nation,4
TAS,196,Lyons,8556,Bicheno,I,41177,2,"DUNN, James",Pauline Hanson's One Nation,0
TAS,196,Lyons,8556,Bicheno,J,42114,0,J Above-the-line Votes,Citizens Party,2
TAS,196,Lyons,8556,Bicheno,J,40837,1,"STAGGARD, Daryl",Citizens Party,0
TAS,196,Lyons,8556,Bicheno,J,40840,2,"WILLIAMS, Ray",Citizens Party,0
TAS,196,Lyons,8556,Bicheno,K,42116,0,K Above-the-line Votes,Australian Labor Party,142
TAS,196,Lyons,8556,Bicheno,K,41721,1,"BROWN, Carol",Australian Labor Party,12
TAS,196,Lyons,8556,Bicheno,K,41722,2,"DOWLING, Richard",Australian Labor Party,1
TAS,196,Lyons,8556,Bicheno,K,41724,3,"FALLS, Bailey",Australian Labor Party,0
TAS,196,Lyons,8556,Bicheno,K,41728,4,"O'DONNELL, Saxon",Australian Labor Party,0
TAS,196,Lyons,8556,Bicheno,K,41730,5,"LUCKMAN, Greg",Australian Labor Party,1
TAS,196,Lyons,8556,Bicheno,K,41734,6,"MEYERS, Amelia Louise",Australian Labor Party,3
TAS,196,Lyons,8556,Bicheno,L,42121,0,L Above-the-line Votes,"Shooters, Fishers and Farmers Party",16
TAS,196,Lyons,8556,Bicheno,L,42012,1,"BIGG, Phillip","Shooters, Fishers and Farmers Party",1
TAS,196,Lyons,8556,Bicheno,L,42014,2,"ROACH, Melanie","Shooters, Fishers and Farmers Party",0
TAS,196,Lyons,8556,Bicheno,UG,42066,1,"EDWARDS, Fenella",Independent,2
TAS,196,Lyons,8556,Bicheno,ZZ,0,99,INFORMAL,,17
TAS,196,Lyons,8559,Bothwell,A,42122,0,A Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,2
TAS,196,Lyons,8559,Bothwell,A,42009,1,"BILIC, Dennis",Sustainable Australia Party - Universal Basic Income,1
TAS,196,Lyons,8559,Bothwell,A,42013,2,"RICHARDSON, Pierre",Sustainable Australia Party - Universal Basic Income,0
TAS,196,Lyons,8559,Bothwell,B,42111,0,B Above-the-line Votes,Liberal,94
TAS,196,Lyons,8559,Bothwell,B,40691,1,"CHANDLER, Claire",Liberal,8
TAS,196,Lyons,8559,Bothwell,B,40692,2,"COLBECK, Richard Mansell",Liberal,5
TAS,196,Lyons,8559,Bothwell,B,40693,3,"MARTIN, Jacki",Liberal,0
TAS,196,Lyons,8559,Bothwell,C,42115,0,C Above-the-line Votes,Trumpet of Patriots,9
TAS,196,Lyons,8559,Bothwell,C,41393,1,"MOORE, Wayne Leslie",Trumpet of Patriots,0
TAS,196,Lyons,8559,Bothwell,C,41401,2,"KELLY, Matt",Trumpet of Patriots,0
TAS,196,Lyons,8559,Bothwell,C,41419,3,"SMITH, Greg",Trumpet of Patriots,0
TAS,196,Lyons,8559,Bothwell,D,42113,0,D Above-the-line Votes,Legalise Cannabis Party,11
TAS,196,Lyons,8559,Bothwell,D,40841,1,"OWEN, Matt",Legalise Cannabis Party,2
TAS,196,Lyons,8559,Bothwell,D,40847,2,"HESTER, Gail",Legalise Cannabis Party,0
TAS,196,Lyons,8559,Bothwell,E,42119,0,E Above-the-line Votes,Animal Justice Party,1
TAS,196,Lyons,8559,Bothwell,E,41753,1,"DAVIES, Casey",Animal Justice Party,0
TAS,196,Lyons,8559,Bothwell,E,41757,2,"LUCAS, Kate Elizabeth",Animal Justice Party,0
TAS,196,Lyons,8559,Bothwell,F,42112,0,F Above-the-line Votes,The Greens,12
TAS,196,Lyons,8559,Bothwell,F,41165,1,"McKIM, Nick",The Greens,1
