2025 Federal Election Senate First Preferences By Division By Candidate By Vote Type  [Event:31496 Phase:FinalResults Generated:2025-06-16T10:39:12 Cycle:194a421d-c559-4a18-a78a-90c7cf2acb4e Created:2025-06-16T10:36:42 Environment:PROD Site:CANBERRA Server:Internal Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,Group,BallotPosition,CandidateID,CandidateDetails,PartyName,PartyAb,Elected,HistoricElected,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
NSW,130,Lyne,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,4,0,0,0,1,5
NSW,130,Lyne,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,106,8,0,7,9,130
NSW,130,Lyne,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,14,0,0,0,5,19
NSW,130,Lyne,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,0,0,0,0,0,0
NSW,130,Lyne,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,6077,351,7,286,490,7211
NSW,130,Lyne,R,1,41816,"FARUQI, Mehreen",The Greens,GRN,Y,Y,298,9,0,19,41,367
NSW,130,Lyne,R,2,41832,"LLOYD, Eddie",The Greens,GRN,N,N,15,1,0,0,1,17
NSW,130,Lyne,R,3,41853,"SELVENTHIRAN, Sujan",The Greens,GRN,N,N,5,0,0,1,0,6
NSW,130,Lyne,R,4,41815,"BLOCH, Barbara",The Greens,GRN,N,N,13,0,0,0,0,13
NSW,130,Lyne,R,5,41824,"FLOYD, Ethan",The Greens,GRN,N,N,9,0,0,1,1,11
NSW,130,Lyne,R,6,41836,"JACOBS, Rachael",The Greens,GRN,N,N,39,5,1,1,5,51
NSW,130,Lyne,UG,1,41762,"HARRIS, Kerrie Christina",Independent,IND,N,N,71,7,0,4,18,100
NSW,130,Lyne,UG,2,42102,"PRICE, Shawn",,,N,N,11,2,0,2,6,21
NSW,130,Lyne,UG,3,42071,"GRZIC, Warren",Independent,IND,N,N,7,0,0,1,0,8
NSW,131,Macarthur,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,34055,1202,49,850,3956,40112
NSW,131,Macarthur,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,818,48,3,24,85,978
NSW,131,Macarthur,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,84,8,0,3,5,100
NSW,131,Macarthur,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,87,2,0,4,9,102
NSW,131,Macarthur,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,79,2,0,3,4,88
NSW,131,Macarthur,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,43,0,0,2,6,51
NSW,131,Macarthur,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,40,1,0,1,7,49
NSW,131,Macarthur,B,0,42131,B Above-the-line Votes,,,N,N,140,8,0,5,13,166
NSW,131,Macarthur,B,1,40822,"BODDY, Max",,,N,N,10,0,1,0,4,15
NSW,131,Macarthur,B,2,40816,"DOVE, Warwick",,,N,N,7,0,0,0,1,8
NSW,131,Macarthur,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,962,52,0,23,58,1095
NSW,131,Macarthur,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,53,11,0,4,2,70
NSW,131,Macarthur,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,6,0,0,0,0,6
NSW,131,Macarthur,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,319,16,1,16,56,408
NSW,131,Macarthur,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,37,3,0,1,2,43
NSW,131,Macarthur,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,4,0,0,1,1,6
NSW,131,Macarthur,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,2057,109,2,57,179,2404
NSW,131,Macarthur,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,123,5,0,0,4,132
NSW,131,Macarthur,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,15,0,0,1,2,18
NSW,131,Macarthur,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,5341,225,5,148,790,6509
NSW,131,Macarthur,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,222,12,0,5,26,265
NSW,131,Macarthur,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,24,1,0,1,5,31
NSW,131,Macarthur,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,986,47,0,26,162,1221
NSW,131,Macarthur,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,45,2,0,0,6,53
NSW,131,Macarthur,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,5,0,0,1,2,8
NSW,131,Macarthur,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,1279,67,0,47,166,1559
NSW,131,Macarthur,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,60,4,1,2,6,73
NSW,131,Macarthur,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,3,3,0,0,0,6
NSW,131,Macarthur,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1778,65,2,39,113,1997
NSW,131,Macarthur,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,65,2,1,3,11,82
NSW,131,Macarthur,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,9,2,0,0,0,11
NSW,131,Macarthur,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,22,2,0,2,11,37
NSW,131,Macarthur,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,2,0,0,0,0,2
NSW,131,Macarthur,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,1,0,0,0,1,2
NSW,131,Macarthur,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,3010,242,10,73,274,3609
NSW,131,Macarthur,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,109,10,1,3,8,131
NSW,131,Macarthur,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,9,2,0,0,2,13
NSW,131,Macarthur,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,5,0,1,0,2,8
NSW,131,Macarthur,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,220,13,0,8,25,266
NSW,131,Macarthur,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,13,2,0,0,0,15
NSW,131,Macarthur,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,1,0,0,0,0,1
NSW,131,Macarthur,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,472,33,3,17,43,568
NSW,131,Macarthur,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,28,2,0,3,0,33
NSW,131,Macarthur,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,3,1,0,0,1,5
NSW,131,Macarthur,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,2453,133,1,53,244,2884
NSW,131,Macarthur,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,70,6,2,2,9,89
NSW,131,Macarthur,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,17,1,0,0,3,21
NSW,131,Macarthur,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,8,1,0,1,1,11
NSW,131,Macarthur,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,17964,672,23,508,2353,21520
NSW,131,Macarthur,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,391,25,0,10,77,503
NSW,131,Macarthur,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,51,3,0,2,7,63
NSW,131,Macarthur,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,15,0,0,0,5,20
NSW,131,Macarthur,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,25,2,0,0,8,35
NSW,131,Macarthur,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,44,3,0,1,1,49
NSW,131,Macarthur,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,21,0,0,1,5,27
NSW,131,Macarthur,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,503,13,1,15,117,649
NSW,131,Macarthur,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,18,1,0,0,6,25
NSW,131,Macarthur,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,3,0,0,0,0,3
NSW,131,Macarthur,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,115,4,0,4,12,135
NSW,131,Macarthur,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,7,1,0,0,3,11
NSW,131,Macarthur,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,0,0,0,0,0,0
NSW,131,Macarthur,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,108,3,0,1,18,130
NSW,131,Macarthur,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,7,0,0,0,1,8
NSW,131,Macarthur,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,1,0,0,1,0,2
NSW,131,Macarthur,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,8030,406,13,211,752,9412
NSW,131,Macarthur,R,1,41816,"FARUQI, Mehreen",The Greens,GRN,Y,Y,285,23,2,12,45,367
NSW,131,Macarthur,R,2,41832,"LLOYD, Eddie",The Greens,GRN,N,N,19,0,0,0,5,24
NSW,131,Macarthur,R,3,41853,"SELVENTHIRAN, Sujan",The Greens,GRN,N,N,3,0,0,0,5,8
NSW,131,Macarthur,R,4,41815,"BLOCH, Barbara",The Greens,GRN,N,N,13,0,0,0,0,13
NSW,131,Macarthur,R,5,41824,"FLOYD, Ethan",The Greens,GRN,N,N,9,1,0,0,1,11
NSW,131,Macarthur,R,6,41836,"JACOBS, Rachael",The Greens,GRN,N,N,18,2,0,0,1,21
NSW,131,Macarthur,UG,1,41762,"HARRIS, Kerrie Christina",Independent,IND,N,N,42,0,0,1,7,50
NSW,131,Macarthur,UG,2,42102,"PRICE, Shawn",,,N,N,14,0,0,1,1,16
NSW,131,Macarthur,UG,3,42071,"GRZIC, Warren",Independent,IND,N,N,6,0,0,1,1,8
NSW,132,Mackellar,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,30077,943,25,931,3282,35258
NSW,132,Mackellar,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,918,28,2,32,212,1192
NSW,132,Mackellar,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,42,4,0,3,6,55
NSW,132,Mackellar,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,45,3,0,4,11,63
NSW,132,Mackellar,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,51,2,0,8,6,67
NSW,132,Mackellar,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,38,2,0,2,8,50
NSW,132,Mackellar,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,45,6,0,1,11,63
NSW,132,Mackellar,B,0,42131,B Above-the-line Votes,,,N,N,174,7,0,6,28,215
NSW,132,Mackellar,B,1,40822,"BODDY, Max",,,N,N,10,1,0,2,2,15
NSW,132,Mackellar,B,2,40816,"DOVE, Warwick",,,N,N,2,0,0,0,0,2
NSW,132,Mackellar,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,355,16,1,17,36,425
NSW,132,Mackellar,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,24,0,0,1,0,25
NSW,132,Mackellar,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,4,0,0,0,0,4
NSW,132,Mackellar,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,313,14,1,10,40,378
NSW,132,Mackellar,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,19,4,0,0,1,24
NSW,132,Mackellar,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,4,1,0,1,0,6
NSW,132,Mackellar,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,919,32,2,30,76,1059
NSW,132,Mackellar,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,39,2,0,0,9,50
NSW,132,Mackellar,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,9,0,0,0,1,10
NSW,132,Mackellar,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,2636,109,1,96,339,3181
NSW,132,Mackellar,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,151,9,0,5,19,184
NSW,132,Mackellar,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,11,1,0,0,2,14
NSW,132,Mackellar,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,1248,40,1,31,161,1481
NSW,132,Mackellar,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,60,1,0,1,15,77
NSW,132,Mackellar,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,4,0,0,1,0,5
NSW,132,Mackellar,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,864,24,2,17,101,1008
NSW,132,Mackellar,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,48,1,0,2,5,56
NSW,132,Mackellar,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,6,0,0,0,0,6
NSW,132,Mackellar,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1920,73,4,49,185,2231
NSW,132,Mackellar,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,105,4,0,3,17,129
NSW,132,Mackellar,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,12,0,0,0,3,15
NSW,132,Mackellar,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,34,4,0,2,9,49
NSW,132,Mackellar,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,5,0,0,0,1,6
NSW,132,Mackellar,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,1,0,0,0,0,1
NSW,132,Mackellar,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,3124,173,2,76,198,3573
NSW,132,Mackellar,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,141,7,0,5,7,160
NSW,132,Mackellar,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,3,0,0,0,0,3
NSW,132,Mackellar,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,10,1,0,1,2,14
NSW,132,Mackellar,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,358,14,0,8,39,419
NSW,132,Mackellar,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,25,0,0,0,4,29
NSW,132,Mackellar,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,0,0,0,0,1,1
NSW,132,Mackellar,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,509,24,3,28,41,605
NSW,132,Mackellar,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,43,3,0,1,4,51
NSW,132,Mackellar,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,6,0,0,0,2,8
NSW,132,Mackellar,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,1611,73,1,49,151,1885
NSW,132,Mackellar,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,39,2,1,4,6,52
NSW,132,Mackellar,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,23,0,0,1,1,25
NSW,132,Mackellar,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,5,1,0,0,1,7
NSW,132,Mackellar,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,36825,851,33,871,5190,43770
NSW,132,Mackellar,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,626,27,1,18,208,880
NSW,132,Mackellar,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,55,0,0,1,13,69
NSW,132,Mackellar,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,14,2,0,0,5,21
NSW,132,Mackellar,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,53,2,0,1,29,85
NSW,132,Mackellar,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,16,1,1,1,1,20
NSW,132,Mackellar,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,22,1,0,1,6,30
NSW,132,Mackellar,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,1497,36,0,49,243,1825
NSW,132,Mackellar,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,63,1,0,1,12,77
NSW,132,Mackellar,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,6,0,1,0,1,8
NSW,132,Mackellar,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,130,5,0,6,20,161
NSW,132,Mackellar,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,16,1,0,0,2,19
NSW,132,Mackellar,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,2,0,0,0,1,3
NSW,132,Mackellar,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,178,7,0,5,16,206
NSW,132,Mackellar,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,17,3,0,1,3,24
NSW,132,Mackellar,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,4,0,0,0,0,4
NSW,132,Mackellar,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,12252,544,13,456,1003,14268
NSW,132,Mackellar,R,1,41816,"FARUQI, Mehreen",The Greens,GRN,Y,Y,534,23,1,20,83,661
NSW,132,Mackellar,R,2,41832,"LLOYD, Eddie",The Greens,GRN,N,N,14,2,0,2,3,21
NSW,132,Mackellar,R,3,41853,"SELVENTHIRAN, Sujan",The Greens,GRN,N,N,4,0,0,1,1,6
NSW,132,Mackellar,R,4,41815,"BLOCH, Barbara",The Greens,GRN,N,N,23,0,0,1,3,27
NSW,132,Mackellar,R,5,41824,"FLOYD, Ethan",The Greens,GRN,N,N,37,2,0,0,0,39
NSW,132,Mackellar,R,6,41836,"JACOBS, Rachael",The Greens,GRN,N,N,62,4,0,2,10,78
NSW,132,Mackellar,UG,1,41762,"HARRIS, Kerrie Christina",Independent,IND,N,N,71,3,0,3,23,100
NSW,132,Mackellar,UG,2,42102,"PRICE, Shawn",,,N,N,16,1,0,1,3,21
NSW,132,Mackellar,UG,3,42071,"GRZIC, Warren",Independent,IND,N,N,13,0,0,0,0,13
NSW,133,Macquarie,A,0,42144,A Above-the-line Votes,Labor,ALP,N,N,32426,724,62,1028,3644,37884
NSW,133,Macquarie,A,1,41774,"SHELDON, Tony",Labor,ALP,Y,Y,746,23,2,29,151,951
NSW,133,Macquarie,A,2,41783,"AYRES, Tim",Labor,ALP,Y,Y,68,1,1,4,11,85
NSW,133,Macquarie,A,3,41808,"BELJIC, Emilija",Labor,ALP,N,N,38,1,0,3,13,55
NSW,133,Macquarie,A,4,41867,"MCGREGOR, Victoria",Labor,ALP,N,N,49,1,0,0,2,52
NSW,133,Macquarie,A,5,41849,"SEWELL, Sharon",Labor,ALP,N,N,29,0,0,1,7,37
NSW,133,Macquarie,A,6,41859,"ROARTY, Heather",Labor,ALP,N,N,61,4,0,2,13,80
NSW,133,Macquarie,B,0,42131,B Above-the-line Votes,,,N,N,117,12,0,7,18,154
NSW,133,Macquarie,B,1,40822,"BODDY, Max",,,N,N,13,2,0,0,0,15
NSW,133,Macquarie,B,2,40816,"DOVE, Warwick",,,N,N,2,0,0,0,2,4
NSW,133,Macquarie,C,0,42147,C Above-the-line Votes,Australia's Voice,AV,N,N,289,28,1,15,31,364
NSW,133,Macquarie,C,1,42093,"DARWICHE, Emanie Samira",Australia's Voice,AV,N,N,26,4,0,1,2,33
NSW,133,Macquarie,C,2,42095,"GEORGE, Graham",Australia's Voice,AV,N,N,4,1,0,0,0,5
NSW,133,Macquarie,D,0,42142,D Above-the-line Votes,FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,245,6,0,6,28,285
NSW,133,Macquarie,D,1,41787,"WHITICKER, Miles",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,27,0,0,1,2,30
NSW,133,Macquarie,D,2,41795,"POTTS, Andrew",FUSION | Planet Rescue | Whistleblower Protection | Innovation,SOPA,N,N,6,0,0,0,0,6
NSW,133,Macquarie,E,0,42133,E Above-the-line Votes,Family First,FFPA,N,N,1584,64,5,42,149,1844
NSW,133,Macquarie,E,1,40806,"SHELTON, Lyle",Family First,FFPA,N,N,171,6,0,1,25,203
NSW,133,Macquarie,E,2,40814,"MASTERS, Roseanne",Family First,FFPA,N,N,7,0,0,0,3,10
NSW,133,Macquarie,F,0,42140,F Above-the-line Votes,Pauline Hanson's One Nation,ON,N,N,5948,260,11,191,770,7180
NSW,133,Macquarie,F,1,41754,"STACEY, Warwick",Pauline Hanson's One Nation,ON,Y,N,284,12,2,14,60,372
NSW,133,Macquarie,F,2,41760,"THOMPSON, Rebecca",Pauline Hanson's One Nation,ON,N,N,30,0,0,2,6,38
NSW,133,Macquarie,G,0,42134,G Above-the-line Votes,Animal Justice Party,AJP,N,N,1510,49,8,51,198,1816
NSW,133,Macquarie,G,1,40792,"KERIN, Emma",Animal Justice Party,AJP,N,N,103,6,1,2,26,138
NSW,133,Macquarie,G,2,40797,"STELLINO, Matt",Animal Justice Party,AJP,N,N,4,1,0,0,1,6
NSW,133,Macquarie,H,0,42139,H Above-the-line Votes,Australian Christians,AUC,N,N,1091,43,2,35,99,1270
NSW,133,Macquarie,H,1,41897,"WOLFSON, Asher",Australian Christians,AUC,N,N,74,2,0,0,11,87
NSW,133,Macquarie,H,2,41909,"FISCHER, Duncan Gregg",Australian Christians,AUC,N,N,1,0,0,0,0,1
NSW,133,Macquarie,I,0,42143,I Above-the-line Votes,Libertarian / HEART / Gerard Rennick People First,PFHL,N,N,1901,54,5,54,208,2222
NSW,133,Macquarie,I,1,42038,"KELLY, Craig",Libertarian,LTP,N,N,108,5,1,4,20,138
NSW,133,Macquarie,I,2,42048,"O'NEILL, Michael",HEART Party,IMO,N,N,22,1,0,1,2,26
NSW,133,Macquarie,I,3,42077,"SEDMAN, Tracy",Gerard Rennick People First,GRPF,N,N,62,1,1,2,10,76
NSW,133,Macquarie,I,4,42057,"CHRISTOU, Steve",Libertarian,LTP,N,N,7,1,0,1,3,12
NSW,133,Macquarie,I,5,42047,"QUTAMI, Sonia",HEART Party,IMO,N,N,4,0,0,0,1,5
NSW,133,Macquarie,J,0,42132,J Above-the-line Votes,Legalise Cannabis Party,HMP,N,N,2884,184,2,98,202,3370
NSW,133,Macquarie,J,1,40826,"HUNT, Miles",Legalise Cannabis Party,HMP,N,N,123,10,0,3,10,146
NSW,133,Macquarie,J,2,40831,"BALDERSTONE, Michael",Legalise Cannabis Party,HMP,N,N,6,1,0,0,0,7
NSW,133,Macquarie,J,3,40844,"ELLISTON, Tia",Legalise Cannabis Party,HMP,N,N,10,1,0,0,1,12
NSW,133,Macquarie,K,0,42141,K Above-the-line Votes,Sustainable Australia Party - Universal Basic Income,SPP,N,N,318,7,1,12,45,383
NSW,133,Macquarie,K,1,42094,"BOURKE, William",Sustainable Australia Party - Universal Basic Income,SPP,N,N,40,1,0,1,9,51
NSW,133,Macquarie,K,2,42091,"CAMPBELL, Petra",Sustainable Australia Party - Universal Basic Income,SPP,N,N,5,0,0,0,0,5
NSW,133,Macquarie,L,0,42146,L Above-the-line Votes,Indigenous - Aboriginal Party of Australia,IAP,N,N,483,28,2,16,39,568
NSW,133,Macquarie,L,1,42087,"WHYMAN, Owen D",Indigenous - Aboriginal Party of Australia,IAP,N,N,51,4,0,2,6,63
NSW,133,Macquarie,L,2,42088,"BROOKE, Lawrence John",Indigenous - Aboriginal Party of Australia,IAP,N,N,7,1,0,0,0,8
NSW,133,Macquarie,M,0,42138,M Above-the-line Votes,Trumpet of Patriots,CYA,N,N,2202,86,5,75,199,2567
NSW,133,Macquarie,M,1,41676,"NILE, Silvana",Trumpet of Patriots,CYA,N,N,94,4,0,2,10,110
NSW,133,Macquarie,M,2,41694,"ROBERTSON, Andrew",Trumpet of Patriots,CYA,N,N,16,1,0,0,1,18
NSW,133,Macquarie,M,3,41733,"MARTIN, Michelle",Trumpet of Patriots,CYA,N,N,8,0,0,0,0,8
NSW,133,Macquarie,N,0,42135,N Above-the-line Votes,Liberal & Nationals,LPNP,N,N,27268,632,41,762,3596,32299
NSW,133,Macquarie,N,1,41880,"BRAGG, Andrew",Liberal,LP,Y,Y,417,27,0,12,115,571
NSW,133,Macquarie,N,2,41905,"COLLINS, Jessica",Liberal,LP,Y,N,44,4,0,4,10,62
NSW,133,Macquarie,N,3,41916,"DAVEY, Perin",The Nationals,NP,N,Y,17,0,0,0,0,17
NSW,133,Macquarie,N,4,41923,"HUGHES, Hollie",Liberal,LP,N,Y,40,3,0,4,14,61
NSW,133,Macquarie,N,5,41932,"McARTHUR, Juliana",The Nationals,NP,N,N,10,0,0,0,1,11
NSW,133,Macquarie,N,6,41936,"BRINSMEAD, Rhiannon",Liberal,LP,N,N,13,2,0,2,8,25
NSW,133,Macquarie,O,0,42136,O Above-the-line Votes,Jacqui Lambie Network,JLN,N,N,930,20,3,18,170,1141
NSW,133,Macquarie,O,1,41946,"KOLOMEITZ, Glenn Raymond",Jacqui Lambie Network,JLN,N,N,66,3,0,3,11,83
NSW,133,Macquarie,O,2,41957,"SAHAY, Nikhita",Jacqui Lambie Network,JLN,N,N,6,0,0,0,0,6
NSW,133,Macquarie,P,0,42130,P Above-the-line Votes,Citizens Party,CEC,N,N,145,3,0,7,24,179
NSW,133,Macquarie,P,1,40834,"SCHMULOW, Andy",Citizens Party,CEC,N,N,28,1,0,1,1,31
NSW,133,Macquarie,P,2,40830,"LAWLER, Ann",Citizens Party,CEC,N,N,1,0,0,0,1,2
NSW,133,Macquarie,Q,0,42137,Q Above-the-line Votes,Socialist Alliance,SAL,N,N,276,8,0,18,23,325
NSW,133,Macquarie,Q,1,41877,"BOYLE, Peter",Socialist Alliance,SAL,N,N,38,1,0,2,6,47
NSW,133,Macquarie,Q,2,41883,"CHUTER, Andrew",Socialist Alliance,SAL,N,N,3,0,0,0,0,3
NSW,133,Macquarie,R,0,42145,R Above-the-line Votes,The Greens,GRN,N,N,10599,376,18,432,884,12309
