PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Seven Mile Beach,198,854,23.2,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.8526,147.511
Snug,283,1124,25.2,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,198,764,25.9,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,34,163,20.9,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.95963799999998
Tranmere,301,2010,15.0,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,205,1683,12.2,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.86115,147.38256
Woodbridge,176,445,39.6,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.1601,147.239
Avoca,10,146,6.8,Lyons,McIntyre,Northern Midlands,"3 Falmouth St, AVOCA 7213",Avoca War Memorial Hall,-41.782499,147.719216
Bagdad,22,652,3.4,Lyons,Prosser,Southern Midlands,"46 School Rd, BAGDAD 7030",Bagdad Primary School,-42.6249,147.223
Bicheno,99,601,16.5,Lyons,Prosser,Glamorgan-Spring Bay,"Sinclair St, BICHENO 7215",Bicheno Beachfront,-41.874363,148.299881
Bothwell,15,300,5.0,Lyons,Derwent,Central Highlands,"19 Alexander St, BOTHWELL 7030",Bothwell Council Chambers,-42.3819,147.006
Bracknell,29,485,6.0,Lyons,McIntyre,Meander Valley,"Louisa St, BRACKNELL 7302",Bracknell War Memorial Hall,-41.6512,146.943
Bridgewater,72,1447,5.0,Lyons,Derwent,Brighton,"25 Green Point Rd, BRIDGEWATER 7030",Brighton Civic Centre,-42.739164,147.243512
Brighton,85,1812,4.7,Lyons,Derwent,Brighton,"27 Downie St, BRIGHTON 7030",Brighton Primary School,-42.6991,147.258
Broadmarsh,11,202,5.4,Lyons,Prosser,Southern Midlands,"1218 Elderslie Rd, BROADMARSH 7030",Broadmarsh Hall,-42.6567,147.126
Campania,31,534,5.8,Lyons,Prosser,Southern Midlands,"45 Reeve St, CAMPANIA 7026",Campania Hall,-42.667109,147.421053
Campbell Town,41,660,6.2,Lyons,Prosser,Northern Midlands,"75 High St, CAMPBELL TOWN 7210",Campbell Town Town Hall,-41.926995,147.494438
Carlton,74,403,18.4,Lyons,Prosser,Sorell,"225-227 Carlton River Rd, CARLTON 7173",Salvation Army Carlton,-42.863898999999996,147.639051
Carrick,39,658,5.9,Lyons,McIntyre,Meander Valley,"29 Meander Valley Rd, CARRICK 7291",Carrick Public Hall,-41.530916999999995,147.011259
Chudleigh,47,308,15.3,Lyons,McIntyre,Meander Valley,"54 Sorell St, CHUDLEIGH 7304",Chudleigh Memorial Hall,-41.557239,146.481292
Claude Road,68,392,17.3,Lyons,Montgomery,Kentish,"787 Claude Rd, CLAUDE ROAD 7306",Claude Road Memorial Hall,-41.4343,146.275
Colebrook,7,181,3.9,Lyons,Prosser,Southern Midlands,"45 Richmond St, COLEBROOK 7027",Colebrook Memorial Hall,-42.533165000000004,147.362603
Coles Bay,47,192,24.5,Lyons,Prosser,Glamorgan-Spring Bay,"60 Harold St, COLES BAY 7215",Coles Bay Community Hall,-42.1249,148.286
Copping,53,250,21.2,Lyons,Prosser,Sorell,"69 Allanby St, COPPING 7174",Copping Hall,-42.819982,147.802747
Cressy,22,634,3.5,Lyons,McIntyre,Northern Midlands,"67 Main St, CRESSY 7302",Cressy Community Hall,-41.685476,147.080745
Deloraine,272,1826,14.9,Lyons,McIntyre,Meander Valley,"East Barrack St, DELORAINE 7304",Deloraine High School Hall,-41.52917,146.66111
Dodges Ferry,305,1493,20.4,Lyons,Prosser,Sorell,"532 Old Forcett Rd, DODGES FERRY 7173",Dodges Ferry Community Recreation Centre,-42.8485,147.624
Dromedary,36,318,11.3,Lyons,Derwent,Brighton,"14 Millvale Rd, DROMEDARY 7030",Dromedary (Millvale) Community Hall,-42.7282,147.179
Dunalley,56,392,14.3,Lyons,Prosser,Sorell,"20-32 Bay St, DUNALLEY 7177",Dunalley Primary School,-42.8858,147.81211399999998
Elizabeth Town,30,308,9.7,Lyons,McIntyre,Meander Valley,"5816 Bass Hwy, ELIZABETH TOWN 7304",Elizabeth Town Fire Station,-41.461865,146.56381299999998
Epping,2,138,1.4,Lyons,McIntyre,Northern Midlands,"13515 Midland Hwy, EPPING FOREST 7211",Epping Forest Public Hall,-41.758076,147.349062
Evandale,89,871,10.2,Lyons,McIntyre,Northern Midlands,"5-11 Barclay St, EVANDALE 7212",Evandale Primary School,-41.5672,147.247
Fingal,20,266,7.5,Lyons,McIntyre,Break O'Day,"20 Talbot St, FINGAL 7214",Fingal Neighbourhood House,-41.638599,147.970926
Forcett,53,446,11.9,Lyons,Prosser,Sorell,"699 Arthur Hwy, FORCETT 7173",Forcett Public Hall,-42.806209,147.63186299999998
Gagebrook,43,877,4.9,Lyons,Derwent,Brighton,"4 Tottenham Rd, GAGEBROOK 7030",Gagebrook Primary School,-42.7488,147.276
Glenora,25,275,9.1,Lyons,Derwent,Derwent Valley,"620 Gordon River Rd, GLENORA 7140",Glenora District High School,-42.6969,146.889
Granton,26,634,4.1,Lyons,Derwent,Derwent Valley,"1 Lyell Hwy, GRANTON 7030",Granton Memorial Hall,-42.7498,147.224
Hadspen,63,1238,5.1,Lyons,Launceston,Meander Valley,"47 Main St, HADSPEN 7290",Hadspen Uniting Church Centre,-41.5064,147.064
Hagley,16,337,4.7,Lyons,McIntyre,Meander Valley,"2508 Meander Valley Rd, HAGLEY 7292",Hagley Farm Primary School,-41.526508,146.903129
Kempton,13,319,4.1,Lyons,Prosser,Southern Midlands,"89 Main St, KEMPTON 7030",Kempton Memorial Hall,-42.531821,147.200647
Lachlan,42,411,10.2,Lyons,Derwent,Derwent Valley,"511 Lachlan Rd, LACHLAN 7140",Lachlan Community Hall,-42.8304,147.043
Longford,112,2078,5.4,Lyons,McIntyre,Northern Midlands,"53 Wellington St, LONGFORD 7301",Longford War Memorial Hall,-41.593140000000005,147.121997
Lower Barrington,35,539,6.5,Lyons,Montgomery,Kentish,"1027 Sheffield Rd, LOWER BARRINGTON 7306",Lower Barrington Public Hall,-41.291,146.291
Magra,11,428,2.6,Lyons,Derwent,Derwent Valley,"377 Back River Rd, MAGRA 7140",Magra CWA Building,-42.7559,147.054
Meander,44,241,18.3,Lyons,McIntyre,Meander Valley,"124 Main Rd, MEANDER 7304",Meander Hall,-41.65198,146.609993
Midway Point,103,1185,8.7,Lyons,Rumney,Sorell,"34 Raynors Rd, MIDWAY POINT 7171",Midway Point Community Hall,-42.7997,147.533
Miena,10,161,6.2,Lyons,Derwent,Central Highlands,"55-57 Cider Gum Rd, MIENA 7030",Miena Community Centre,-41.9937,146.708
Mole Creek,45,321,14.0,Lyons,McIntyre,Meander Valley,"4 Caveside Rd, MOLE CREEK 7304",Mole Creek Primary School,-41.557472,146.406501
Molesworth,43,289,14.9,Lyons,Derwent,Derwent Valley,"560 Molesworth Rd, MOLESWORTH 7140",Molesworth Community Hall,-42.80423,147.161093
New Norfolk,128,1429,9.0,Lyons,Derwent,Derwent Valley,"8 Pioneer Ave, NEW NORFOLK 7140",New Norfolk Primary School,-42.7793,147.064
New Norfolk North,37,907,4.1,Lyons,Derwent,Derwent Valley,"211 Back River Rd, NEW NORFOLK 7140",Fairview Primary School,-42.774251,147.04917
Nubeena,137,715,19.2,Lyons,Prosser,Tasman,"21 Clarke St, NUBEENA 7184",Tasman Civic Centre,-43.099706,147.744677
Oatlands,39,633,6.2,Lyons,Prosser,Southern Midlands,"71 High St, OATLANDS 7120",Oatlands Council Chambers,-42.299995,147.372094
Old Beach,119,1545,7.7,Lyons,Rumney,Brighton,"86 Jetty Rd, OLD BEACH 7017",Old Beach Community Centre,-42.77427,147.26576
Orford,67,488,13.7,Lyons,Prosser,Glamorgan-Spring Bay,"35 Charles st, ORFORD 7190",Orford Primary School,-42.563502,147.87386
Ouse,15,270,5.6,Lyons,Derwent,Central Highlands,"6947 Lyell Hwy, OUSE 7140",Ouse Online Centre,-42.485288,146.711018
Perth,95,1825,5.2,Lyons,McIntyre,Northern Midlands,"173 Fairtlough St, PERTH 7300",Perth Community Centre,-41.5725,147.173
Pontville,33,468,7.1,Lyons,Prosser,Brighton,"371 Brighton Rd, PONTVILLE 7030",Pontville Old Council Chambers,-42.683895,147.265554
Primrose Sands,45,513,8.8,Lyons,Prosser,Sorell,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",Primrose Sands Community Hall,-42.892403,147.671829
Prospect Vale,76,1216,6.2,Lyons,Launceston,Meander Valley,"12 Casino Rise, PROSPECT VALE 7250",Residential Retirement Village Clubrooms,-41.4782,147.11
Railton,44,626,7.0,Lyons,McIntyre,Kentish,"94 Foster St, RAILTON 7305",Sheffield School - Railton Campus,-41.3526,146.414
Richmond,97,822,11.8,Lyons,Rumney,Clarence City,"Commercial Rd, RICHMOND 7025",Richmond Primary School,-42.739282,147.437988
Ross,22,304,7.2,Lyons,Prosser,Northern Midlands,"12 Bridge St, ROSS 7209",Ross Town Hall,-42.031409000000004,147.492498
Scamander,73,454,16.1,Lyons,McIntyre,Break O'Day,"1 Old Coach Rd, SCAMANDER 7215",Scamander Sports Complex,-41.454218,148.26009
Sheffield,85,911,9.3,Lyons,Montgomery,Kentish,"12 Henry St, SHEFFIELD 7306",Sheffield School,-41.380689000000004,146.33031599999998
Sorell,145,1963,7.4,Lyons,Prosser,Sorell,"47 Cole St, SORELL 7172",Sorell Memorial Hall,-42.780612,147.560628
St Helens,111,927,12.0,Lyons,McIntyre,Break O'Day,"39 Cecilia St, ST HELENS 7216",St Helens Memorial Hall,-41.322629,148.249351
St Marys,97,548,17.7,Lyons,McIntyre,Break O'Day,"23 Main St, ST MARYS 7215",St Marys Community Hall,-41.579691,148.18531000000002
Swansea,74,767,9.6,Lyons,Prosser,Glamorgan-Spring Bay,"12 Franklin St, SWANSEA 7190",Swansea Town Hall,-42.1245,148.077
Taranna,85,385,22.1,Lyons,Prosser,Tasman,"33 Amy St, TARANNA 7180",Tasman Community Centre,-43.038061,147.866748
Tea Tree,18,226,8.0,Lyons,Prosser,Brighton,"Briar Banks Rd, TEA TREE 7017",Tea Tree Community Hall,-42.689533000000004,147.323592
Triabunna,30,602,5.0,Lyons,Prosser,Glamorgan-Spring Bay,"3 Vicary St, TRIABUNNA 7190",Triabunna Hall,-42.50822,147.91038400000002
Tunnack,10,226,4.4,Lyons,Prosser,Southern Midlands,"2147 Tunnack Rd, TUNNACK 7120",Tunnack Public Hall,-42.456521,147.461779
Westbury,102,1166,8.7,Lyons,McIntyre,Meander Valley,"26 Lyall St, WESTBURY 7303",Westbury Town Hall,-41.528106,146.83102
Westerway,46,344,13.4,Lyons,Derwent,Derwent Valley,"1619 Gordon River Rd, WESTERWAY 7140",Westerway Primary School,-42.6775,146.787
Wilmot,42,198,21.2,Lyons,Montgomery,Kentish,"61 Main St, WILMOT 7310",Wilmot Primary School,-41.386919,146.175659
