PollingPlaceNm,DivisionNm,GreensVotes_2018,TotalVotes_2018,GreensPercentage_2018,SwingPercentage,PremisesNm_2018,PremisesAddress_2018,Latitude,Longitude,LegCo,LocalCouncil
Battery Point West,Clark,202,808,25.0,-7.5,Albuera Street Primary School,"10A Albuera St, BATTERY POINT 7004",-42.8912,147.326,Hobart,Hobart City
Cascades,Clark,494,1148,43.0,-7.4,Badminton Association Centre,"101 Cascade Rd, SOUTH HOBART 7004",-42.895023,147.299845,Hobart,Hobart City
Chigwell,Clark,59,1184,5.0,-2.2,Chigwell Barn,"10 Bucaan St, CHIGWELL 7011",-42.811194,147.241655,Derwent,Glenorchy City
Claremont,Clark,143,2559,5.6,-1.9,Claremont Girl Guides Hall,"3 Boxhill Rd, CLAREMONT 7011",-42.792307,147.255999,Derwent,Glenorchy City
Collinsvale,Clark,44,347,12.7,-6.3,Collinsvale Primary School,"508 Collinsvale Rd, COLLINSVALE 7012",-42.8367,147.198,Elwick,Glenorchy City
Dynnyrne,Clark,279,1057,26.4,-6.9,Princes Street Primary School,"Randall St, SANDY BAY 7005",-42.8984,147.319,Nelson,Hobart City
Fern Tree,Clark,260,541,48.1,-8.1,Fern Tree Fire Station,"7 Summerleas Rd, FERN TREE 7054",-42.923248,147.260441,Hobart,Hobart City
Glenorchy,Clark,200,2769,7.2,-1.4,Glenorchy Primary School,"Kensington St, GLENORCHY 7010",-42.832391,147.266343,Elwick,Glenorchy City
Glenorchy Central,Clark,124,1351,9.2,1.1,St Matthews Church,"Cnr Tolosa St and Main Rd, GLENORCHY 7010",-42.833066,147.274292,Elwick,Glenorchy City
Goodwood,Clark,29,510,5.7,-1.4,Goodwood Primary School,"Elmsleigh Rd, MOONAH 7009",-42.831689,147.293744,Elwick,Glenorchy City
Hobart City,Clark,267,825,32.4,-1.3,Hobart Voting Centre,"144 Macquarie St, HOBART 7000",-42.885224,147.327458,Hobart,Hobart City
Kingston (Clark),Clark,112,564,19.9,-3.9,Kingborough Council,"15 Channel Hwy, KINGSTON 7050",-42.975418,147.31165,Nelson,Kingborough
Lenah Valley,Clark,474,2561,18.5,-1.3,Lenah Valley Primary School,"11 Creek Rd, LENAH VALLEY 7008",-42.8612,147.29,Elwick,Hobart City
Lower Sandy Bay,Clark,203,1427,14.2,-4.0,Sandy Bay Infant School,"568 Sandy Bay Rd, SANDY BAY 7005",-42.909594,147.34935,Nelson,Hobart City
Lutana,Clark,130,945,13.8,0.3,Southern ITF Taekwon-Do,"12 Ashbolt Cres, LUTANA 7009",-42.843166,147.309154,Elwick,Glenorchy City
Merton,Clark,118,1678,7.0,-1.4,Tolosa Hall,"148 Tolosa St, GLENORCHY 7010",-42.8455,147.265,Elwick,Glenorchy City
Moonah,Clark,210,1542,13.6,-0.8,Salvation Army Community Centre,"73 Hopkins St, MOONAH 7009",-42.845951,147.296066,Elwick,Glenorchy City
Moonah East,Clark,187,1276,14.7,-2.5,Bowen Road Primary School,"35 Bowen Rd, MOONAH 7009",-42.8474,147.308,Elwick,Glenorchy City
Moonah North,Clark,187,1560,12.0,-4.2,Moonah Primary School,"40 Derwent Park Rd, MOONAH 7009",-42.838,147.296,Elwick,Glenorchy City
Mount Nelson,Clark,313,1329,23.6,-6.1,Mt Nelson Primary School,"388 Nelson Rd, MOUNT NELSON 7007",-42.9136,147.323,Nelson,Hobart City
Mount Stuart,Clark,234,949,24.7,-1.5,Mt Stuart Primary School,"106 Gillon Cres, MOUNT STUART 7000",-42.875,147.299,Hobart,Hobart City
New Town,Clark,252,1165,21.6,-6.6,The Friends School,"393 Argyle St, NORTH HOBART 7000",-42.867,147.316,Hobart,Hobart City
New Town West,Clark,344,1933,17.8,-7.3,Sacred Heart College,"67 Clare St, NEW TOWN 7008",-42.8615,147.304,Hobart,Hobart City
North Hobart Central,Clark,427,1561,27.4,-6.4,Hobart North Uniting Church,"2 Swan St, NORTH HOBART 7000",-42.8728,147.314,Hobart,Hobart City
Roseneath,Clark,35,681,5.1,-0.8,Austins Ferry Primary School,"13 Brodie St, CLAREMONT 7011",-42.78618,147.240549,Derwent,Glenorchy City
Rosetta,Clark,41,478,8.6,-2.0,Montrose Bay High School,"865 Brooker Ave, ROSETTA 7010",-42.8206,147.267567,Elwick,Glenorchy City
Sandfly (Clark),Clark,61,267,22.8,-3.3,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandy Bay,Clark,236,1373,17.2,-7.3,Wellspring Anglican Church Hall,"43 Grosvenor St, SANDY BAY 7005",-42.8992,147.327,Nelson,Hobart City
Sandy Bay Beach,Clark,82,644,12.7,-7.0,Harold Gregg Centre,"1 Southerwood Dr, SANDY BAY 7005",-42.9138,147.355,Nelson,Hobart City
South Hobart,Clark,446,1310,34.0,-9.6,St Francis Xavier's Church Hall,"34 Anglesea St, SOUTH HOBART 7004",-42.8949,147.312,Hobart,Hobart City
Taroona,Clark,470,1459,32.2,-7.6,Taroona Primary School,"104 Channel Hwy, TAROONA 7053",-42.943302,147.352737,Nelson,Hobart City
Waimea Heights,Clark,150,898,16.7,-1.2,Waimea Heights Primary School,"12 Balfour Ct, SANDY BAY 7005",-42.909011,147.33674,Nelson,Hobart City
West Hobart,Clark,256,904,28.3,-3.0,St Peter's Hall,"Cnr Brisbane/Harrington Sts, HOBART 7000",-42.881458,147.320654,Hobart,Hobart City
West Hobart Central,Clark,506,1916,26.4,-12.2,Lansdowne Crescent Primary School,"15 Gourlay St, WEST HOBART 7000",-42.8819,147.309,Hobart,Hobart City
West Hobart South,Clark,367,1067,34.4,-11.4,Goulburn Street Primary School,"Forest Rd, WEST HOBART 7000",-42.8878,147.317,Hobart,Hobart City
Windermere,Clark,50,978,5.1,-2.1,Windermere Primary School,"2 Cadbury Rd, CLAREMONT 7011",-42.80013,147.259102,Derwent,Glenorchy City
Adventure Bay,Franklin,31,180,17.2,-2.8,Adventure Bay Hall,"Adventure Bay Rd, ADVENTURE BAY 7150",-43.3458,147.321,Huon,Kingborough
Alonnah,Franklin,56,278,20.1,-8.7,Bruny Island District School,"15 School Rd, ALONNAH 7150",-43.31807,147.244455,Huon,Kingborough
Barnes Bay,Franklin,16,76,21.1,-7.4,Barnes Bay CWA Rooms,"678 Bruny Island Main Rd, NORTH BRUNY 7150",-43.112603,147.373414,Huon,Kingborough
Bellerive,Franklin,294,1794,16.4,-1.3,Clarence Police & Community Youth Club Inc,"10 Scott St, BELLERIVE 7018",-42.87606,147.370955,Pembroke,Clarence City
Blackmans Bay,Franklin,478,2705,17.7,-2.1,Blackmans Bay Primary School,"177 Roslyn Ave, BLACKMANS BAY 7052",-42.996938,147.321219,Nelson,Kingborough
Cambridge,Franklin,115,1483,7.8,-7.3,Cambridge Primary School,"976 Cambridge Rd, CAMBRIDGE 7170",-42.8362,147.442,Rumney,Clarence City
Clarence,Franklin,255,1897,13.4,-1.3,Clarence High School,"25 Wentworth St, BELLERIVE 7018",-42.8784,147.389,Pembroke,Clarence City
Clarendon Vale,Franklin,35,787,4.4,0.4,Clarendon Vale Neighbourhood Centre,"65 Mockridge Rd, CLARENDON VALE 7019",-42.887539,147.443086,Rumney,Clarence City
Cradoc,Franklin,114,479,23.8,0.4,Cradoc Park,"8243 Channel Hwy, CRADOC 7109",-43.1064,147.034,Huon,Huon Valley
Cygnet,Franklin,652,1820,35.8,4.0,Carmel Hall,"25 Mary St, CYGNET 7112",-43.162624,147.076341,Huon,Huon Valley
Dover,Franklin,89,633,14.1,2.0,Dover District High School,"6940 Huon Hwy, DOVER 7117",-43.3105,147.013,Huon,Huon Valley
Franklin,Franklin,170,644,26.4,1.7,Franklin Primary School,"10 New Rd, FRANKLIN 7113",-43.085654,147.012018,Huon,Huon Valley
Geeveston,Franklin,138,1075,12.8,0.1,Geeveston Primary School,"63 Arve Rd, GEEVESTON 7116",-43.1625,146.922,Huon,Huon Valley
Geilston Bay,Franklin,183,1972,9.3,-2.3,Lindisfarne North Primary School,"271 East Derwent Hwy, GEILSTON BAY 7015",-42.8383,147.349,Pembroke,Clarence City
Glen Huon,Franklin,46,315,14.6,-0.8,Glen Huon Primary School,"801 Glen Huon Rd, GLEN HUON 7109",-43.0278,146.962,Huon,Huon Valley
Howden,Franklin,107,438,24.4,-0.1,Howden Fire Station,"392 Howden Rd, HOWDEN 7054",-43.019128,147.291545,Huon,Kingborough
Howrah,Franklin,227,2460,9.2,-1.4,"Howrah Scout Hall, Howrah Primary School","7 Howrah Rd, HOWRAH 7018",-42.8819,147.404,Pembroke,Clarence City
Huonville,Franklin,203,1489,13.6,-0.3,Huonville Primary School,"74 Wilmot Rd, HUONVILLE 7109",-43.02424,147.044783,Huon,Huon Valley
Judbury,Franklin,48,252,19.0,-3.1,Judbury Hall,"1273 Glen Huon Rd, JUDBURY 7109",-42.9982,146.9283,Huon,Huon Valley
Kettering,Franklin,156,544,28.7,-4.1,Kettering Community Centre,"2963 Channel Hwy, KETTERING 7155",-43.1257,147.247,Huon,Kingborough
Kingston (Franklin),Franklin,363,1987,18.3,0.7,Kingborough Council,"15 Channel Hwy, KINGSTON 7050",-42.975418,147.31165,Nelson,Kingborough
Kingston Beach,Franklin,322,1728,18.6,-3.6,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Lauderdale,Franklin,311,2434,12.8,-4.0,Lauderdale Community Hall,"528A South Arm Rd, LAUDERDALE 7021",-42.913663,147.48627,Rumney,Clarence City
Lindisfarne,Franklin,179,1453,12.3,-2.8,Lindisfarne Primary School,"17 Loatta Rd, LINDISFARNE 7015",-42.8519,147.363,Pembroke,Clarence City
Lindisfarne Village,Franklin,233,1880,12.4,-5.2,St Aidans Church Hall,"54 Lincoln St, LINDISFARNE 7015",-42.846661,147.35574,Pembroke,Clarence City
Maranoa Heights,Franklin,167,1701,9.8,-3.4,Southern Christian College,"150 Redwood Rd, KINGSTON 7050",-42.9896,147.309,Nelson,Kingborough
Margate,Franklin,338,2012,16.8,-3.1,Margate Hall,"1744 Channel Hwy, MARGATE 7054",-43.029,147.263,Huon,Kingborough
Middleton,Franklin,66,277,23.8,-5.2,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
Montagu Bay,Franklin,185,1229,15.1,-4.2,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.353,Pembroke,Clarence City
Mornington,Franklin,71,767,9.3,-5.6,Citywide Baptist Church,"400 Cambridge Rd, MORNINGTON 7018",-42.856351,147.401753,Pembroke,Clarence City
