PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Burnie,83,857,9.7,Braddon,Murchison,Burnie City,"80 Wilson St, BURNIE 7320",Burnie City Council Offices,-41.0532,145.906
Calder,11,170,6.5,Braddon,Murchison,Waratah-Wynyard,"1320 Calder Rd, CALDER 7325",Calder Hall,-41.0685,145.631
Cooee,54,679,8.0,Braddon,Murchison,Burnie City,"30 Fidler St, COOEE 7320",Cooee Primary School,-41.04076,145.86801
Currie,46,584,7.9,Braddon,Murchison,King Island,"10 George St, CURRIE 7256",Currie Town Hall,-39.9298,143.855
Devonport Central,87,775,11.2,Braddon,Mersey,Devonport City,"57A Stewart St, DEVONPORT 7310",Devonport Primary School,-41.18004,146.358108
Devonport North West,202,2228,9.1,Braddon,Mersey,Devonport City,"60 Nixon St, DEVONPORT 7310",Nixon Street Primary School,-41.1728,146.337
Devonport South,99,949,10.4,Braddon,Mersey,Devonport City,"41-43 Middle Rd, DEVONPORT 7310",Reece High School,-41.1893,146.349
Devonport West,39,617,6.3,Braddon,Mersey,Devonport City,"20-36 Valley Rd, DEVONPORT 7310",TasTafe,-41.1864,146.345
Don,94,1201,7.8,Braddon,Mersey,Devonport City,"17 Forth Rd, DON 7310",Don Memorial Hall,-41.1827,146.318
East Devonport,108,1633,6.6,Braddon,Mersey,Devonport City,"19-21 Thomas St, EAST DEVONPORT 7310",East Devonport Primary School,-41.1779,146.372
Edith Creek,7,118,5.9,Braddon,Murchison,Circular Head,"1282 Trowutta Rd, EDITH CREEK 7330",Edith Creek Primary School,-40.9705,145.092
Elliott,30,394,7.6,Braddon,Murchison,Waratah-Wynyard,"829 Murchison Hwy, ELLIOTT 7325",Elliott Community Centre,-41.0922,145.782
Forest,9,283,3.2,Braddon,Murchison,Circular Head,"422 Mengha Rd, FOREST 7330",Forest Primary School,-40.8486,145.248
Forth,71,580,12.2,Braddon,Montgomery,Central Coast,"680 Forth Rd, FORTH 7310",Forth Town Hall,-41.189168,146.248552
Gawler,30,605,5.0,Braddon,Montgomery,Central Coast,"15 Top Gawler Rd, GAWLER 7315",Gawler Hall,-41.1852,146.16
Grassy,9,110,8.2,Braddon,Murchison,King Island,"6 Fern Tree Dr, GRASSY 7256",Grassy Fire Station,-40.048254,144.050797
Havenview,24,392,6.1,Braddon,Montgomery,Burnie City,"15 Marriott St, HAVENVIEW 7320",Havenview Primary School,-41.0836,145.911
Heybridge,15,293,5.1,Braddon,Montgomery,Central Coast,"Sice Ave, HEYBRIDGE 7316",Blythe Heads Hall,-41.0751,145.986
Highclere,8,146,5.5,Braddon,Montgomery,Burnie City,"1558 Ridgley Hwy, HIGHCLERE 7321",Highclere Community Centre,-41.1904,145.806
Irishtown,4,82,4.9,Braddon,Murchison,Circular Head,"602 Irishtown Rd, IRISHTOWN 7330",Irishtown Sports Complex,-40.912449,145.143995
Latrobe,132,2174,6.1,Braddon,Mersey,Latrobe,"23 Lewis St, LATROBE 7307",Latrobe Primary School,-41.239619,146.416013
Marrawah,8,148,5.4,Braddon,Murchison,Circular Head,"844 Comeback Rd, MARRAWAH 7330",Marrawah Memorial Hall,-40.9229,144.697
Melrose,23,274,8.4,Braddon,Mersey,Devonport City,"673 Melrose Rd, MELROSE 7310",Melrose Memorial Hall,-41.2417,146.289
Montello,62,632,9.8,Braddon,Murchison,Burnie City,"83 Bird St, MONTELLO 7320",Montello Primary School,-41.0605,145.898
Moorleah,11,184,6.0,Braddon,Murchison,Waratah-Wynyard,"720 Preolenna Rd, MOORLEAH 7321",Moorleah Community Centre,-40.981,145.616
Natone,8,116,6.9,Braddon,Montgomery,Burnie City,"100 Upper Natone Rd, NATONE 7321",Natone Primary School,-41.1701,145.922
North Motton,27,328,8.2,Braddon,Montgomery,Central Coast,"578 Preston Rd, NORTH MOTTON 7315",North Motton Hall,-41.20637,146.10937
Penguin,158,1397,11.3,Braddon,Montgomery,Central Coast,"105 Ironcliffe Rd, PENGUIN 7316",Penguin District School,-41.127171,146.067557
Port Sorell,204,2185,9.3,Braddon,Mersey,Latrobe,"cnr Meredith St & Darling St, PORT SORELL 7307",Port Sorell Memorial Hall,-41.165409,146.555718
Preston,8,114,7.0,Braddon,Montgomery,Central Coast,"1833 Preston Rd, PRESTON 7315",Preston Community Centre,-41.2972,146.062
Queenstown,26,343,7.6,Braddon,Murchison,West Coast,"53 Orr St, QUEENSTOWN 7467",Queenstown Memorial Hall,-42.0802,145.558
Riana,6,146,4.1,Braddon,Montgomery,Central Coast,"1221 Pine Rd, RIANA 7316",Riana Community Centre,-41.2015,145.999
Ridgley,23,524,4.4,Braddon,Montgomery,Burnie City,"904 Ridgley Hwy, RIDGLEY 7321",Ridgley Primary School,-41.1398,145.837
Rocky Cape,13,285,4.6,Braddon,Murchison,Circular Head,"19074 Bass Hwy, ROCKY CAPE 7321",Rocky Cape Public Hall,-40.905,145.487
Romaine,88,1034,8.5,Braddon,Montgomery,Burnie City,"cnr Roslyn Ave & Mount St, ROMAINE 7320",Romaine Park Primary School,-41.076634,145.899584
Rosebery,24,257,9.3,Braddon,Murchison,West Coast,"8 Agnes St, ROSEBERY 7470",Rosebery Neighbourhood Centre,-41.779832,145.539126
Sassafras,11,305,3.6,Braddon,Mersey,Latrobe,"50 School Rd, SASSAFRAS 7307",Sassafras Primary School,-41.2871,146.503
Shorewell Park,51,711,7.2,Braddon,Murchison,Burnie City,"41-43 Mooreville Rd, SHOREWELL PARK 7320",Hellyer College,-41.06128,145.88153
Sisters Beach,18,241,7.5,Braddon,Murchison,Waratah-Wynyard,"34 Honeysuckle Ave, SISTERS BEACH 7321",Sisters Beach Fire Station,-40.9181,145.565
Sisters Creek,7,99,7.1,Braddon,Murchison,Waratah-Wynyard,"29 Myalla Rd, SISTERS CREEK 7325",Myalla Community Centre,-40.964904,145.572884
Smithton,54,1007,5.4,Braddon,Murchison,Circular Head,"27-43 Grant St, SMITHTON 7330",Smithton Primary School,-40.849445,145.116059
Somerset,70,1200,5.8,Braddon,Murchison,Waratah-Wynyard,"30A Beaufort St, SOMERSET 7322",Somerset Primary School,-41.038182,145.819344
South Riana,20,197,10.2,Braddon,Montgomery,Central Coast,"776 South Riana Rd, SOUTH RIANA 7316",South Riana Hall,-41.2345,145.977
Sprent,10,247,4.0,Braddon,Montgomery,Central Coast,"1245 Castra Rd, SPRENT 7315",Sprent Primary School,-41.2627,146.16
Spreyton,78,1216,6.4,Braddon,Mersey,Devonport City,"1 Mersey Main Rd, SPREYTON 7310",Spreyton Primary School,-41.21207,146.34434
Stanley,28,279,10.0,Braddon,Murchison,Circular Head,"28 Pearse St, STANLEY 7331",Stanley Primary School,-40.7603,145.291
Stowport,11,261,4.2,Braddon,Montgomery,Burnie City,"580 Stowport Rd, STOWPORT 7321",Stowport Public Hall,-41.1124,145.929
Strahan,16,273,5.9,Braddon,Murchison,West Coast,"2 Bay St, STRAHAN 7468",Strahan Primary School,-42.154043,145.320404
Sulphur Creek,65,780,8.3,Braddon,Montgomery,Central Coast,"310 Preservation Dr, SULPHUR CREEK 7316",Sulphur Creek Hall,-41.0935,146.026
Tullah,5,87,5.7,Braddon,Murchison,West Coast,"24 Farrell St, TULLAH 7321",Tullah Community Hall,-41.737568,145.616076
Turners Beach,69,827,8.3,Braddon,Montgomery,Central Coast,"Henry St, TURNERS BEACH 7315",Turners Beach Hall,-41.1589,146.244
Ulverstone Central,114,1283,8.9,Braddon,Montgomery,Central Coast,"16 King Edward St, ULVERSTONE 7315",Ulverstone Senior Citizens Club,-41.15507,146.171931
Ulverstone East,50,753,6.6,Braddon,Montgomery,Central Coast,"18 Crawford St, ULVERSTONE 7315",East Ulverstone Primary School,-41.1546,146.192
Ulverstone South,146,1753,8.3,Braddon,Montgomery,Central Coast,"38 Leven St, ULVERSTONE 7315",Ulverstone High School,-41.16201,146.17091
Waratah,12,117,10.3,Braddon,Murchison,Waratah-Wynyard,"12-14 Smith St, WARATAH 7321",Waratah Municipal Chambers,-41.44422,145.5313
Wesley Vale,18,343,5.2,Braddon,Mersey,Latrobe,"20 Westwind Dr, WESLEY VALE 7307",Andrews Creek Primary School,-41.188828,146.456401
West Ulverstone,116,1400,8.3,Braddon,Montgomery,Central Coast,"34 Maud St, WEST ULVERSTONE 7315",West Ulverstone Primary School,-41.1482,146.16
Wivenhoe,20,338,5.9,Braddon,Montgomery,Burnie City,"Hull St, WIVENHOE 7320",Leighland Christian School Brunie Campus,-41.0695,145.93556
Wynyard Central,104,1547,6.7,Braddon,Murchison,Waratah-Wynyard,"28 Jackson St, WYNYARD 7325",Wynyard Senior Citizens Club Rooms,-40.9909,145.729
Wynyard West,53,1150,4.6,Braddon,Murchison,Waratah-Wynyard,"30 Church St, WYNYARD 7325",Wynyard High School,-40.9867,145.717
Yolla,16,279,5.7,Braddon,Murchison,Waratah-Wynyard,"School Lane, YOLLA 7325",Yolla District High School,-41.1237,145.719
Zeehan,23,304,7.6,Braddon,Murchison,West Coast,"7 Belstead St, ZEEHAN 7469",Zeehan Primary School,-41.888,145.34
Austins Ferry,128,1445,8.9,Clark,Derwent,Glenorchy City,"195 Main Rd, AUSTINS FERRY 7011",St Virgil's College,-42.774487,147.251105
Battery Point,213,761,28.0,Clark,Hobart,Hobart City,"28 Cromwell St, BATTERY POINT 7004",St George's Church Hall,-42.891559,147.332663
Battery Point West,67,220,30.5,Clark,Hobart,Hobart City,"10A Albuera St, BATTERY POINT 7004",Albuera Street Primary School,-42.8912,147.326
Cascades,416,903,46.1,Clark,Hobart,Hobart City,"59 Anglesea St, SOUTH HOBART 7004",South Hobart Primary School,-42.892494,147.310633
Chigwell,82,1028,8.0,Clark,Derwent,Glenorchy City,"10 Bucaan St, CHIGWELL 7011",Chigwell Barn,-42.811194,147.241655
Claremont,66,391,16.9,Clark,Derwent,Glenorchy City,"61 Claremont Link Rd, CLAREMONT 7011",Claremont College,-42.79416,147.249718
Collinsvale,56,336,16.7,Clark,Elwick,Glenorchy City,"508 Collinsvale Rd, COLLINSVALE 7012",Collinsvale Primary School,-42.8367,147.198
Dynnyrne,209,803,26.0,Clark,Nelson,Hobart City,"Randall St, SANDY BAY 7005",Princes Street Primary School,-42.8984,147.319
Fern Tree,215,472,45.6,Clark,Hobart,Hobart City,"7 Summerleas Rd, FERN TREE 7054",Fern Tree Fire Station,-42.923248,147.260441
Glenorchy,268,2207,12.1,Clark,Elwick,Glenorchy City,"Kensington St, GLENORCHY 7010",Glenorchy Primary School,-42.832391,147.266343
Glenorchy Central,123,665,18.5,Clark,Elwick,Glenorchy City,"601 Brooker Hwy, GLENORCHY 7010",MyState Bank Arena (Derwent Room),-42.82426,147.282722
Goodwood,59,355,16.6,Clark,Elwick,Glenorchy City,"Elmsleigh Rd, MOONAH 7009",Goodwood Primary School,-42.831689,147.293744
Hobart City,298,751,39.7,Clark,Hobart,Hobart City,"57-63 Macquarie St, HOBART 7000",Hobart City Hall,-42.880478,147.331554
Lenah Valley,507,2092,24.2,Clark,Elwick,Hobart City,"11 Creek Rd, LENAH VALLEY 7008",Lenah Valley Primary School,-42.8612,147.29
Lower Sandy Bay,141,794,17.8,Clark,Nelson,Hobart City,"568 Sandy Bay Rd, SANDY BAY 7005",Sandy Bay Infant School,-42.909594,147.34935
Merton,214,1448,14.8,Clark,Elwick,Glenorchy City,"148 Tolosa St, GLENORCHY 7010",Tolosa Hall,-42.8455,147.265
Moonah,228,1153,19.8,Clark,Elwick,Glenorchy City,"7 Gormanston Rd, MOONAH 7009",Moonah Community Centre,-42.846325,147.299722
Moonah East,303,1525,19.9,Clark,Elwick,Glenorchy City,"35 Bowen Rd, MOONAH 7009",Bowen Road Primary School,-42.8474,147.308
Moonah North,300,1317,22.8,Clark,Elwick,Glenorchy City,"40 Derwent Park Rd, MOONAH 7009",Moonah Primary School,-42.838,147.296
Mount Nelson,293,1125,26.0,Clark,Nelson,Hobart City,"388 Nelson Rd, MOUNT NELSON 7007",Mt Nelson Primary School,-42.9136,147.323
Mount Stuart,226,806,28.0,Clark,Hobart,Hobart City,"106 Gillon Cres, MOUNT STUART 7000",Mt Stuart Primary School,-42.875,147.299
New Town,176,671,26.2,Clark,Hobart,Hobart City,"395 Argyle St, NORTH HOBART 7000",The Friends’ School,-42.867,147.316
New Town West,367,1571,23.4,Clark,Hobart,Hobart City,"67 Clare St, NEW TOWN 7008",Sacred Heart College,-42.8615,147.304
North Hobart Central,452,1290,35.0,Clark,Hobart,Hobart City,"2 Swan St, NORTH HOBART 7000",Hobart North Uniting Church,-42.8728,147.314
Roseneath,72,859,8.4,Clark,Derwent,Glenorchy City,"13 Brodie St, CLAREMONT 7011",Austins Ferry Primary School,-42.78618,147.240549
Rosetta,74,566,13.1,Clark,Elwick,Glenorchy City,"32 Riverview Pde, ROSETTA 7010",Rosetta Primary School,-42.821437,147.258738
Sandy Bay,310,1255,24.7,Clark,Nelson,Hobart City,"43 Grosvenor St, SANDY BAY 7005",Wellspring Anglican Church Hall,-42.8992,147.327
Sandy Bay Beach,91,653,13.9,Clark,Nelson,Hobart City,"1 Southerwood Dr, SANDY BAY 7005",Harold Gregg Centre,-42.9138,147.355
South Hobart,480,1190,40.3,Clark,Hobart,Hobart City,"34 Anglesea St, SOUTH HOBART 7004",St Francis Xavier's Church Hall,-42.8949,147.312
Taroona,432,1159,37.3,Clark,Nelson,Hobart City,"104 Channel Hwy, TAROONA 7053",Taroona Primary School,-42.943302,147.352737
Waimea Heights,167,830,20.1,Clark,Nelson,Hobart City,"12 Balfour Ct, SANDY BAY 7005",Waimea Heights Primary School,-42.909011,147.33674
West Hobart,129,402,32.1,Clark,Hobart,Hobart City,"Cnr Brisbane/Harrington Sts, HOBART 7000",St Peter's Hall,-42.881458,147.320654
West Hobart Central,480,1466,32.7,Clark,Hobart,Hobart City,"15 Gourlay St, WEST HOBART 7000",Lansdowne Crescent Primary School,-42.8819,147.309
West Hobart South,383,930,41.2,Clark,Hobart,Hobart City,"Forest Rd, WEST HOBART 7000",Goulburn Street Primary School,-42.8878,147.317
Windermere,138,1392,9.9,Clark,Derwent,Glenorchy City,"2 Cadbury Rd, CLAREMONT 7011",Windermere Primary School,-42.80013,147.259102
Adventure Bay,27,150,18.0,Franklin,Huon,Kingborough,"Adventure Bay Rd, ADVENTURE BAY 7150",Adventure Bay Hall,-43.3458,147.321
Alonnah,50,253,19.8,Franklin,Huon,Kingborough,"15 School Rd, ALONNAH 7150",Bruny Island District School,-43.31807,147.244455
Bellerive,237,1524,15.6,Franklin,Pembroke,Clarence City,"20 Leslie St, BELLERIVE 7018",Bellerive Primary School,-42.872974,147.372791
Blackmans Bay,211,1068,19.8,Franklin,Nelson,Kingborough,"177 Roslyn Ave, BLACKMANS BAY 7052",Blackmans Bay Primary School,-42.996938,147.321219
Blackmans Bay South,164,1004,16.3,Franklin,Huon,Kingborough,"6 Tinderbox Rd, BLACKMANS BAY 7052",Illawarra Primary School,-43.00865,147.319378
Cambridge,133,1244,10.7,Franklin,Rumney,Clarence City,"976 Cambridge Rd, CAMBRIDGE 7170",Cambridge Primary School,-42.8362,147.442
Clarence,194,1361,14.3,Franklin,Pembroke,Clarence City,"25 Wentworth St, BELLERIVE 7018",Clarence High School,-42.8784,147.389
Clarendon Vale,82,887,9.2,Franklin,Rumney,Clarence City,"25 Mockridge Rd, CLARENDON VALE 7019",Clarendon Vale Primary School,-42.8873,147.445
Cradoc,74,519,14.3,Franklin,Huon,Huon Valley,"8243 Channel Hwy, CRADOC 7109",Cradoc Park,-43.1064,147.034
Cygnet,277,1493,18.6,Franklin,Huon,Huon Valley,"19 Louisa St, CYGNET 7112",Cygnet Sports Centre,-43.158236,147.071378
Dover,73,637,11.5,Franklin,Huon,Huon Valley,"6940 Huon Hwy, DOVER 7117",Dover District High School,-43.3105,147.013
Geeveston,143,1053,13.6,Franklin,Huon,Huon Valley,"63 Arve Rd, GEEVESTON 7116",Geeveston Primary School,-43.1625,146.922
Geilston Bay,205,1312,15.6,Franklin,Pembroke,Clarence City,"271 East Derwent Hwy, GEILSTON BAY 7015",Lindisfarne North Primary School,-42.8383,147.349
Glen Huon,31,315,9.8,Franklin,Huon,Huon Valley,"801 Glen Huon Rd, GLEN HUON 7109",Glen Huon Primary School,-43.0278,146.962
Howden,50,320,15.6,Franklin,Huon,Kingborough,"392 Howden Rd, HOWDEN 7054",Howden Fire Station,-43.019128,147.291545
Howrah,244,1908,12.8,Franklin,Pembroke,Clarence City,"7 Howrah Rd, HOWRAH 7018","Howrah Scout Hall, Howrah Primary School",-42.8819,147.404
Huonville,263,1794,14.7,Franklin,Huon,Huon Valley,"74 Wilmot Rd, HUONVILLE 7109",Huonville Primary School,-43.02424,147.044783
Judbury,43,253,17.0,Franklin,Huon,Huon Valley,"1273 Glen Huon Rd, JUDBURY 7109",Judbury Hall,-42.9982,146.9283
Kettering,78,509,15.3,Franklin,Huon,Kingborough,"2963 Channel Hwy, KETTERING 7155",Kettering Community Centre,-43.1257,147.247
Kingston,481,2987,16.1,Franklin,Nelson,Kingborough,"7 Goshawk Way, KINGSTON 7050",Kingborough Community Hub,-42.976944,147.308333
Kingston Beach,170,812,20.9,Franklin,Nelson,Kingborough,"20 Beach Rd, KINGSTON BEACH 7050",Kingston Beach Hall,-42.981534,147.323507
Lauderdale,245,1933,12.7,Franklin,Rumney,Clarence City,"3 Acton Rd, LAUDERDALE 7021",Lauderdale Primary Sports Centre,-42.904254,147.478491
Lindisfarne,168,1155,14.5,Franklin,Pembroke,Clarence City,"17 Loatta Rd, LINDISFARNE 7015",Lindisfarne Primary School,-42.8519,147.363
Lindisfarne Village,217,1367,15.9,Franklin,Pembroke,Clarence City,"37A Lincoln St, LINDISFARNE 7015",Lindisfarne Citizens Activities Centre,-42.847111,147.355308
Maranoa Heights,90,793,11.3,Franklin,Nelson,Kingborough,"150 Redwood Rd, KINGSTON 7050",Southern Christian College,-42.9896,147.309
Margate,214,1454,14.7,Franklin,Huon,Kingborough,"7 Van Morey Rd, MARGATE 7054",Margate Primary School,-43.028671,147.261676
Middleton,30,260,11.5,Franklin,Huon,Kingborough,"25 McDowall St, MIDDLETON 7163",South Channel Community Centre,-43.2311,147.256
Montagu Bay,162,937,17.3,Franklin,Pembroke,Clarence City,"10 Conara Rd, MONTAGU BAY 7018",Montagu Bay Primary School,-42.8646,147.353
Mornington,98,830,11.8,Franklin,Pembroke,Clarence City,"400 Cambridge Rd, MORNINGTON 7018",Citywide Baptist Church,-42.856351,147.401753
Mountain River,90,539,16.7,Franklin,Huon,Huon Valley,"41 Crabtree Rd, GROVE 7109",Grove Fire Station,-42.976,147.094
Ranelagh,150,1002,15.0,Franklin,Huon,Huon Valley,"40 Marguerite St, RANELAGH 7109",Ranelagh Memorial Hall,-43.0086,147.039
Risdon Vale,115,1255,9.2,Franklin,Rumney,Clarence City,"2 Heather Rd, RISDON VALE 7016",Risdon Vale Primary School,-42.8131,147.354
Rokeby,98,1180,8.3,Franklin,Rumney,Clarence City,"1 Chipmans Rd, ROKEBY 7019",Emmanuel Christian School,-42.90091,147.438998
Sandfly,121,688,17.6,Franklin,Huon,Kingborough,"811 Sandfly Rd, SANDFLY 7150",Sandfly Hall,-42.985,147.196
Sandford,170,1366,12.4,Franklin,Rumney,Clarence City,"949 South Arm Rd, SANDFORD 7020",Sandford Hall,-42.9402,147.495
Seven Mile Beach,109,784,13.9,Franklin,Rumney,Clarence City,"78 Surf Rd, SEVEN MILE BEACH 7170",Ramada Resort By Wyndham Seven Mile Beach,-42.8526,147.511
Snug,163,1010,16.1,Franklin,Huon,Kingborough,"2208 Channel Hwy, SNUG 7054",Snug Primary School,-43.0664,147.255
South Arm,88,632,13.9,Franklin,Rumney,Clarence City,"32 Harmony Lane, SOUTH ARM 7022",South Arm Primary School,-43.0264,147.421
Southport,33,137,24.1,Franklin,Huon,Huon Valley,"8606 Huon Hwy, SOUTHPORT 7109",Southport Community Centre,-43.418985,146.959638
Tranmere,183,1690,10.8,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,65,500,13.0,Franklin,Pembroke,Clarence City,"15 Acorn Dr, WARRANE 7018",Eastside Lutheran College,-42.852,147.385
