PollingPlaceNm,DivisionNm,GreensVotes_2025,TotalVotes_2025,GreensPercentage_2025,SwingPercentage,PremisesNm_2025,PremisesAddress_2025,Latitude,Longitude,LegCo,LocalCouncil
Devonport North,Braddon,24,158,15.2,,Don College,"87-121 Watkinson St, DEVONPORT 7310",-41.168832,146.33393,Mersey,Devonport City
Devonport North West,Braddon,180,1948,9.2,-1.0,Nixon Street Primary School,"60 Nixon St, DEVONPORT 7310",-41.1728,146.337,Mersey,Devonport City
Devonport South,Braddon,133,1359,9.8,0.9,Reece High School,"41-43 Middle Rd, DEVONPORT 7310",-41.1893,146.349,Mersey,Devonport City
Devonport West,Braddon,21,394,5.3,0.6,Devonport Christian School,"3-11 Jiloa Way, DON 7310",-41.181538,146.322415,Mersey,Devonport City
Don,Braddon,86,970,8.9,-0.4,Don Memorial Hall,"17 Forth Rd, DON 7310",-41.1827,146.318,Mersey,Devonport City
East Devonport,Braddon,111,1494,7.4,1.9,East Devonport Primary School,"19-21 Thomas St, EAST DEVONPORT 7310",-41.1779,146.372,Mersey,Devonport City
Edith Creek,Braddon,7,162,4.3,0.9,Edith Creek Primary School,"1282 Trowutta Rd, EDITH CREEK 7330",-40.9705,145.092,Murchison,Circular Head
Elliott,Braddon,49,379,12.9,6.0,Elliott Community Centre,"829 Murchison Hwy, ELLIOTT 7325",-41.0922,145.782,Murchison,Waratah-Wynyard
Forest,Braddon,18,279,6.5,4.0,Forest Primary School,"422 Mengha Rd, FOREST 7330",-40.8486,145.248,Murchison,Circular Head
Forth,Braddon,58,489,11.9,-2.8,Forth Primary School,"45 Wilmot Rd, FORTH 7310",-41.192921,146.248975,Montgomery,Central Coast
Gawler,Braddon,22,470,4.7,0.8,Gawler Hall,"15 Top Gawler Rd, GAWLER 7315",-41.1852,146.16,Montgomery,Central Coast
Grassy,Braddon,7,102,6.9,4.1,Grassy Fire Station,"6 Fern Tree Dr, GRASSY 7256",-40.048254,144.050797,Murchison,King Island
Havenview,Braddon,35,398,8.8,2.4,Havenview Primary School,"15 Marriott St, HAVENVIEW 7320",-41.0836,145.911,Montgomery,Burnie City
Heybridge,Braddon,21,285,7.4,-1.1,Blythe Heads Hall,"Sice Ave, HEYBRIDGE 7316",-41.0751,145.986,Montgomery,Central Coast
Highclere,Braddon,11,150,7.3,3.8,Highclere Community Centre,"1558 Ridgley Hwy, HIGHCLERE 7321",-41.1904,145.806,Montgomery,Burnie City
Latrobe,Braddon,72,1045,6.9,0.9,Latrobe Memorial Hall,"170 Gilbert St, LATROBE 7307",-41.2365,146.415,Mersey,Latrobe
Latrobe South,Braddon,74,1227,6.0,0.6,Latrobe Primary School,"23 Lewis St, LATROBE 7307",-41.239619,146.416013,Mersey,Latrobe
Marrawah,Braddon,13,159,8.2,1.9,Marrawah Memorial Hall,"844 Comeback Rd, MARRAWAH 7330",-40.9229,144.697,Murchison,Circular Head
Melrose,Braddon,27,281,9.6,0.0,Melrose Memorial Hall,"673 Melrose Rd, MELROSE 7310",-41.2417,146.289,Mersey,Devonport City
Montello,Braddon,96,835,11.5,4.0,Montello Primary School,"83 Bird St, MONTELLO 7320",-41.0605,145.898,Murchison,Burnie City
Moorleah,Braddon,26,203,12.8,3.1,Moorleah Community Centre,"720 Preolenna Rd, MOORLEAH 7321",-40.981,145.616,Murchison,Waratah-Wynyard
Moriarty,Braddon,17,144,11.8,2.6,Moriarty Hall,"1 Bonneys La, MORIARTY 7307",-41.217206,146.481308,Mersey,Latrobe
Natone,Braddon,13,111,11.7,4.1,Natone Primary School,"100 Upper Natone Rd, NATONE 7321",-41.1701,145.922,Montgomery,Burnie City
North Motton,Braddon,18,286,6.3,2.4,North Motton Hall,"578 Preston Rd, NORTH MOTTON 7315",-41.20637,146.10937,Montgomery,Central Coast
Penguin,Braddon,183,1263,14.5,1.7,Penguin District School,"105 Ironcliffe Rd, PENGUIN 7316",-41.127171,146.067557,Montgomery,Central Coast
Port Sorell,Braddon,118,1172,10.1,1.1,Port Sorell Memorial Hall,"cnr Meredith St & Darling St, PORT SORELL 7307",-41.165409,146.555718,Mersey,Latrobe
Port Sorell West,Braddon,96,999,9.6,0.2,Port Sorell Primary School,"Pitcairn St, PORT SORELL 7307",-41.163896,146.547898,Mersey,Latrobe
Preston,Braddon,8,122,6.6,0.6,Preston Community Centre,"1833 Preston Rd, PRESTON 7315",-41.2972,146.062,Montgomery,Central Coast
Queenstown,Braddon,21,262,8.0,1.6,Queenstown Memorial Hall,"53 Orr St, QUEENSTOWN 7467",-42.0802,145.558,Murchison,West Coast
Riana,Braddon,11,121,9.1,1.7,Riana Primary School,"1225 Pine Rd, RIANA 7316",-41.202283,145.999361,Montgomery,Central Coast
Ridgley,Braddon,22,510,4.3,0.8,Ridgley Primary School,"904 Ridgley Hwy, RIDGLEY 7321",-41.1398,145.837,Montgomery,Burnie City
Rocky Cape,Braddon,18,260,6.9,1.5,Rocky Cape Public Hall,"19074 Bass Hwy, ROCKY CAPE 7321",-40.905,145.487,Murchison,Circular Head
Romaine,Braddon,113,1099,10.3,2.8,Romaine Park Primary School,"cnr Roslyn Ave & Mount St, ROMAINE 7320",-41.076634,145.899584,Montgomery,Burnie City
Rosebery,Braddon,20,302,6.6,3.4,Rosebery District School,"7 Morrisby St, ROSEBERY 7470",-41.781124,145.541541,Murchison,West Coast
Sassafras,Braddon,17,273,6.2,5.3,Sassafras Primary School,"50 School Rd, SASSAFRAS 7307",-41.2871,146.503,Mersey,Latrobe
Shorewell Park,Braddon,109,942,11.6,2.4,Hellyer College,"41-43 Mooreville Rd, SHOREWELL PARK 7320",-41.06128,145.88153,Murchison,Burnie City
Sisters Beach,Braddon,73,245,29.8,12.9,Sisters Beach Fire Station,"34 Honeysuckle Ave, SISTERS BEACH 7321",-40.9181,145.565,Murchison,Waratah-Wynyard
Sisters Creek,Braddon,18,105,17.1,2.3,Myalla Community Centre,"29 Myalla Rd, SISTERS CREEK 7325",-40.964904,145.572884,Murchison,Waratah-Wynyard
Smithton,Braddon,62,985,6.3,3.0,Smithton Primary School,"27-43 Grant St, SMITHTON 7330",-40.849445,145.116059,Murchison,Circular Head
Somerset,Braddon,99,1306,7.6,1.5,Somerset Primary School,"30A Beaufort St, SOMERSET 7322",-41.038182,145.819344,Murchison,Waratah-Wynyard
South Riana,Braddon,20,197,10.2,7.4,South Riana Hall,"776 South Riana Rd, SOUTH RIANA 7316",-41.2345,145.977,Montgomery,Central Coast
Sprent,Braddon,13,220,5.9,-0.7,Sprent Primary School,"1245 Castra Rd, SPRENT 7315",-41.2627,146.16,Montgomery,Central Coast
Spreyton,Braddon,85,1270,6.7,1.5,Spreyton Primary School,"1 Mersey Main Rd, SPREYTON 7310",-41.21207,146.34434,Mersey,Devonport City
Stanley,Braddon,53,304,17.4,7.4,Stanley Primary School,"28 Pearse St, STANLEY 7331",-40.7603,145.291,Murchison,Circular Head
Stowport,Braddon,22,289,7.6,4.1,Stowport Public Hall,"580 Stowport Rd, STOWPORT 7321",-41.1124,145.929,Montgomery,Burnie City
Strahan,Braddon,14,305,4.6,-1.7,Strahan Primary School,"2 Bay St, STRAHAN 7468",-42.154043,145.320404,Murchison,West Coast
Sulphur Creek,Braddon,93,853,10.9,1.3,Sulphur Creek Hall,"310 Preservation Dr, SULPHUR CREEK 7316",-41.0935,146.026,Montgomery,Central Coast
Tullah,Braddon,8,102,7.8,3.5,Tullah Community Hall,"24 Farrell St, TULLAH 7321",-41.737568,145.616076,Murchison,West Coast
Turners Beach,Braddon,90,847,10.6,1.2,Turners Beach Hall,"Henry St, TURNERS BEACH 7315",-41.1589,146.244,Montgomery,Central Coast
Ulverstone Central,Braddon,91,860,10.6,3.4,Ulverstone Senior Citizens Club,"16 King Edward St, ULVERSTONE 7315",-41.15507,146.171931,Montgomery,Central Coast
Ulverstone East,Braddon,51,594,8.6,2.5,East Ulverstone Primary School,"18 Crawford St, ULVERSTONE 7315",-41.1546,146.192,Montgomery,Central Coast
Ulverstone South,Braddon,129,1436,9.0,1.2,Ulverstone High School,"38 Leven St, ULVERSTONE 7315",-41.16201,146.17091,Montgomery,Central Coast
Waratah,Braddon,7,126,5.6,-1.4,Waratah Municipal Chambers,"12-14 Smith St, WARATAH 7321",-41.44422,145.5313,Murchison,Waratah-Wynyard
Wesley Vale,Braddon,21,289,7.3,0.0,Andrews Creek Primary School,"20 Westwind Dr, WESLEY VALE 7307",-41.188828,146.456401,Mersey,Latrobe
West Ulverstone,Braddon,100,1195,8.4,1.6,West Ulverstone Primary School,"34 Maud St, WEST ULVERSTONE 7315",-41.1482,146.16,Montgomery,Central Coast
Wivenhoe,Braddon,32,343,9.3,3.7,Leighland Christian School (Wivenhoe Campus),"Stowport Rd, WIVENHOE 7320",-41.06904,145.93609,Montgomery,Burnie City
Wynyard Central,Braddon,139,1248,11.1,4.5,Wynyard Railway Institute Hall,"2 Station St, WYNYARD 7325",-40.991817,145.722618,Murchison,Waratah-Wynyard
Wynyard West,Braddon,139,1481,9.4,2.2,Wynyard High School,"30 Church St, WYNYARD 7325",-40.9867,145.717,Murchison,Waratah-Wynyard
Yolla,Braddon,14,285,4.9,0.4,Yolla District High School,"School Lane, YOLLA 7325",-41.1237,145.719,Murchison,Waratah-Wynyard
Zeehan,Braddon,19,315,6.0,2.3,Zeehan Primary School,"7 Belstead St, ZEEHAN 7469",-41.888,145.34,Murchison,West Coast
Austins Ferry,Clark,156,1424,11.0,1.2,St Virgil's College,"195 Main Rd, AUSTINS FERRY 7011",-42.774487,147.251105,Derwent,Glenorchy City
Battery Point,Clark,314,857,36.6,-0.9,St George's Anglican Church,"30 Cromwell St, BATTERY POINT 7004",-42.891559,147.332663,Hobart,Hobart City
Cascades,Clark,611,1024,59.7,12.6,South Hobart Primary School,"59 Anglesea St, SOUTH HOBART 7004",-42.892494,147.310633,Hobart,Hobart City
Chigwell,Clark,126,1017,12.4,2.6,Chigwell Barn,"10 Bucaan St, CHIGWELL 7011",-42.811194,147.241655,Derwent,Glenorchy City
Claremont,Clark,116,898,12.9,0.9,Holy Rosary Catholic School,"29 Wyndham Rd, CLAREMONT 7011",-42.789471,147.248469,Derwent,Glenorchy City
Claremont North,Clark,82,676,12.1,,Austins Ferry Primary School,"13 Brodie St, CLAREMONT 7011",-42.78618,147.240549,Derwent,Glenorchy City
Claremont South,Clark,197,1423,13.8,,Windermere Primary School,"2 Cadbury Rd, CLAREMONT 7011",-42.80013,147.259102,Derwent,Glenorchy City
Collinsvale,Clark,99,337,29.4,6.2,Collinsvale Primary School,"508 Collinsvale Rd, COLLINSVALE 7012",-42.8367,147.198,Elwick,Glenorchy City
Derwent Park,Clark,381,1382,27.6,,Moonah Primary School,"40 Derwent Park Rd, MOONAH 7009",-42.838,147.296,Elwick,Glenorchy City
Derwent Park North,Clark,58,341,17.0,,Goodwood Primary School,"454-458 Brooker Hwy, DERWENT PARK 7009",-42.831689,147.293744,Elwick,Glenorchy City
Fern Tree,Clark,296,506,58.5,12.6,Fern Tree Community Centre,"8 Stephenson Pl, FERN TREE 7054",-42.9223,147.262,Hobart,Hobart City
Glenorchy,Clark,281,1909,14.7,0.9,Glenorchy Primary School,"Kensington St, GLENORCHY 7010",-42.832391,147.266343,Elwick,Glenorchy City
Glenorchy Central,Clark,109,451,24.2,4.1,MyState Bank Arena (Derwent Room),"601 Brooker Hwy, GLENORCHY 7010",-42.82426,147.282722,Elwick,Glenorchy City
Glenorchy South,Clark,143,723,19.8,,Glenorchy Library,"4 Terry St, GLENORCHY 7010",-42.8455,147.265,Elwick,Glenorchy City
Glenorchy West,Clark,255,1420,18.0,,Tolosa Hall,"148 Tolosa St, GLENORCHY 7010",-42.8455,147.265,Elwick,Glenorchy City
Hobart,Clark,93,258,36.0,,Guilford Young College (Hobart Campus),"94 Barrack St, HOBART 7000",-42.882847,147.317632,Hobart,Hobart City
Hobart City (Clark),Clark,421,943,44.6,3.2,Hobart City Hall,"57-63 Macquarie St, HOBART 7000",-42.880478,147.331554,Hobart,Hobart City
Kingston (Clark),Clark,192,613,31.3,2.1,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach (Clark),Clark,66,176,37.5,6.2,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Lenah Valley,Clark,718,2119,33.9,3.3,Lenah Valley Primary School,"11 Creek Rd, LENAH VALLEY 7008",-42.8612,147.29,Elwick,Hobart City
Lower Sandy Bay,Clark,169,775,21.8,-2.2,Sandy Bay Infant School,"568 Sandy Bay Rd, SANDY BAY 7005",-42.909594,147.34935,Nelson,Hobart City
Moonah,Clark,317,1089,29.1,5.4,Moonah Community Centre,"7 Gormanston Rd, MOONAH 7009",-42.846325,147.299722,Elwick,Glenorchy City
Moonah East,Clark,475,1579,30.1,5.0,Bowen Road Primary School,"35 Bowen Rd, MOONAH 7009",-42.8474,147.308,Elwick,Glenorchy City
Mount Nelson,Clark,439,1159,37.9,3.3,Mt Nelson Primary School,"388 Nelson Rd, MOUNT NELSON 7007",-42.9136,147.323,Nelson,Hobart City
Mount Stuart,Clark,354,861,41.1,2.9,Mt Stuart Primary School,"106 Gillon Cres, MOUNT STUART 7000",-42.875,147.299,Hobart,Hobart City
New Town Central,Clark,192,589,32.6,1.1,New Town Primary School,"36 Forster St, NEW TOWN 7008",-42.857683,147.300576,Hobart,Hobart City
New Town West,Clark,451,1481,30.5,-0.4,Sacred Heart College,"67 Clare St, NEW TOWN 7008",-42.8615,147.304,Hobart,Hobart City
North Hobart,Clark,261,680,38.4,,The Friends School,"395 Argyle St, NORTH HOBART 7000",-42.867,147.316,Hobart,Hobart City
North Hobart Central,Clark,516,1298,39.8,0.1,Hobart North Uniting Church,"2 Swan St, NORTH HOBART 7000",-42.8728,147.314,Hobart,Hobart City
Rosetta,Clark,149,651,22.9,0.9,Rosetta Primary School,"32 Riverview Pde, ROSETTA 7010",-42.821437,147.258738,Elwick,Glenorchy City
Sandy Bay,Clark,313,1198,26.1,-1.6,Wellspring Anglican Church Hall,"43 Grosvenor St, SANDY BAY 7005",-42.8992,147.327,Nelson,Hobart City
Sandy Bay Beach,Clark,112,593,18.9,0.1,Harold Gregg Centre,"1 Southerwood Dr, SANDY BAY 7005",-42.9138,147.355,Nelson,Hobart City
Sandy Bay Central,Clark,450,1148,39.2,,Princes Street Primary School,"Randall St, SANDY BAY 7005",-42.8984,147.319,Nelson,Hobart City
Sandy Bay South,Clark,283,1061,26.7,,Waimea Heights Primary School,"12 Balfour Ct, SANDY BAY 7005",-42.909011,147.33674,Nelson,Hobart City
South Hobart,Clark,534,1217,43.9,-0.8,St Francis Xavier's Church Hall,"34 Anglesea St, SOUTH HOBART 7004",-42.8949,147.312,Hobart,Hobart City
Taroona,Clark,582,1308,44.5,-1.3,Taroona Primary School,"104 Channel Hwy, TAROONA 7053",-42.943302,147.352737,Nelson,Hobart City
West Hobart Central,Clark,724,1694,42.7,-2.2,Lansdowne Crescent Primary School,"15 Gourlay St, WEST HOBART 7000",-42.8819,147.309,Hobart,Hobart City
West Hobart South,Clark,468,955,49.0,1.6,Goulburn Street Primary School,"Forest Rd, WEST HOBART 7000",-42.8878,147.317,Hobart,Hobart City
Adventure Bay,Franklin,41,166,24.7,3.1,Adventure Bay Hall,"Adventure Bay Rd, ADVENTURE BAY 7150",-43.3458,147.321,Huon,Kingborough
Alonnah,Franklin,75,256,29.3,-0.4,Bruny Island District School,"15 School Rd, ALONNAH 7150",-43.31807,147.244455,Huon,Kingborough
Bellerive,Franklin,308,1004,30.7,3.5,Bellerive Primary School,"20 Leslie St, BELLERIVE 7018",-42.872974,147.372791,Pembroke,Clarence City
Bellerive East,Franklin,253,1208,20.9,,Clarence High School,"25 Wentworth St, BELLERIVE 7018",-42.8784,147.389,Pembroke,Clarence City
Blackmans Bay,Franklin,344,1113,30.9,5.5,Blackmans Bay Primary School,"177 Roslyn Ave, BLACKMANS BAY 7052",-42.996938,147.321219,Nelson,Kingborough
Blackmans Bay South,Franklin,288,1056,27.3,3.2,Illawarra Primary School,"6 Tinderbox Rd, BLACKMANS BAY 7052",-43.00865,147.319378,Huon,Kingborough
Cambridge,Franklin,228,1275,17.9,1.3,Cambridge Primary School,"976 Cambridge Rd, CAMBRIDGE 7170",-42.8362,147.442,Rumney,Clarence City
Clarendon Vale,Franklin,106,922,11.5,3.1,Clarendon Vale Primary School,"25 Mockridge Rd, CLARENDON VALE 7019",-42.8873,147.445,Rumney,Clarence City
Cradoc,Franklin,129,522,24.7,-0.3,Cradoc Park,"8243 Channel Hwy, CRADOC 7109",-43.1064,147.034,Huon,Huon Valley
Cygnet,Franklin,538,1498,35.9,5.4,Cygnet Town Hall,"14 Mary St, CYGNET 7112",-43.161953,147.077734,Huon,Huon Valley
Dover,Franklin,71,668,10.6,-2.6,Dover District High School,"6940 Huon Hwy, DOVER 7117",-43.3105,147.013,Huon,Huon Valley
Franklin Township,Franklin,156,608,25.7,,Palais Theatre,"3388 Huon Hwy, FRANKLIN 7113",-43.089027,147.010524,Huon,Huon Valley
Geeveston,Franklin,165,921,17.9,4.2,Geeveston Primary School,"63 Arve Rd, GEEVESTON 7116",-43.1625,146.922,Huon,Huon Valley
Geilston Bay,Franklin,349,1534,22.8,3.7,Lindisfarne North Primary School,"271 East Derwent Hwy, GEILSTON BAY 7015",-42.8383,147.349,Pembroke,Clarence City
Glen Huon,Franklin,72,310,23.2,6.1,Glen Huon Primary School,"801 Glen Huon Rd, GLEN HUON 7109",-43.0278,146.962,Huon,Huon Valley
Hobart City (Franklin),Franklin,80,239,33.5,7.3,Hobart City Hall,"57-63 Macquarie St, HOBART 7000",-42.880478,147.331554,,
