PollingPlaceNm,DivisionNm,GreensVotes_2025,TotalVotes_2025,GreensPercentage_2025,SwingPercentage,PremisesNm_2025,PremisesAddress_2025,Latitude,Longitude,LegCo,LocalCouncil
Riverside,Bass,280,1794,15.6,6.0,Riverside High School,"354 West Tamar Hwy, RIVERSIDE 7250",-41.40936,147.09861,Rosevears,West Tamar
Riverside West,Bass,226,1395,16.2,5.0,Trevallyn Life Church,"34 Pitt Ave, TREVALLYN 7250",-41.4301,147.106,Rosevears,West Tamar
Rocherlea,Bass,39,354,11.0,3.6,Brooks High School,"215 George Town Rd, ROCHERLEA 7248",-41.378531,147.121503,Windermere,Launceston City
Scottsdale,Bass,67,670,10.0,1.5,Scottsdale High School,"20 Coplestone Rd, SCOTTSDALE 7260",-41.157117,147.508674,McIntyre,Dorset
South Launceston,Bass,180,699,25.8,8.3,Launceston Conference Centre,"50 Glen Dhu St, SOUTH LAUNCESTON 7249",-41.455679,147.14132,Rosevears,Launceston City
St Leonards,Bass,83,1012,8.2,1.1,St Leonards Primary School,"330-342 St Leonards Rd, ST LEONARDS 7250",-41.4597,147.2,Windermere,Launceston City
Summerhill,Bass,243,2006,12.1,2.3,Summerdale Community Centre,"82-84 Stanley St, SUMMERHILL 7250",-41.4683,147.12971,Rosevears,Launceston City
Trevallyn,Bass,412,1168,35.3,9.9,Trevallyn Primary School,"55 Gorge Rd, TREVALLYN 7250",-41.4381,147.115,Rosevears,West Tamar
Waverley,Bass,100,792,12.6,4.6,Waverley School Hall,"6 Naroo St, WAVERLEY 7250",-41.4321,147.19,Windermere,Launceston City
West Launceston,Bass,353,1189,29.7,4.2,West Launceston Primary School,"24-38 Basin Rd, WEST LAUNCESTON 7250",-41.4492,147.129,Rosevears,Launceston City
Weymouth,Bass,34,166,20.5,9.7,Weymouth Hall,"18 Major St, WEYMOUTH 7252",-41.0153,147.154,Windermere,George Town
Whitemark,Bass,63,315,20.0,2.6,Flinders Arts & Entertainment Centre (FAEC),"9 Patrick St, WHITEMARK 7255",-40.122089,148.016963,McIntyre,Flinders
Winnaleah,Bass,22,145,15.2,3.0,Winnaleah Memorial Hall,"20 Main St, WINNALEAH 7265",-41.0979,147.824,McIntyre,Dorset
Youngtown,Bass,167,1596,10.5,1.5,Youngtown Primary School,"Victoria St, YOUNGTOWN 7249",-41.4823,147.164,Launceston,Launceston City
Acton,Braddon,112,1196,9.4,4.1,Burnie Child and Family Centre,"36 Thorne St, ACTON 7320",-41.07264,145.89229,Montgomery,Burnie City
Boat Harbour,Braddon,18,373,4.8,-1.7,Boat Harbour Primary School,"17386 Bass Hwy, BOAT HARBOUR 7321",-40.9452,145.636,Murchison,Waratah-Wynyard
Burnie,Braddon,83,857,9.7,0.7,Burnie City Council Offices,"80 Wilson St, BURNIE 7320",-41.0532,145.906,Murchison,Burnie City
Calder,Braddon,11,170,6.5,-0.2,Calder Hall,"1320 Calder Rd, CALDER 7325",-41.0685,145.631,Murchison,Waratah-Wynyard
Cooee,Braddon,54,679,8.0,1.9,Cooee Primary School,"30 Fidler St, COOEE 7320",-41.04076,145.86801,Murchison,Burnie City
Currie,Braddon,46,584,7.9,3.1,Currie Town Hall,"10 George St, CURRIE 7256",-39.9298,143.855,Murchison,King Island
Devonport Central,Braddon,87,775,11.2,-0.6,Devonport Primary School,"57A Stewart St, DEVONPORT 7310",-41.18004,146.358108,Mersey,Devonport City
Devonport North West,Braddon,202,2228,9.1,-0.3,Nixon Street Primary School,"60 Nixon St, DEVONPORT 7310",-41.1728,146.337,Mersey,Devonport City
Devonport South,Braddon,99,949,10.4,2.9,Reece High School,"41-43 Middle Rd, DEVONPORT 7310",-41.1893,146.349,Mersey,Devonport City
Devonport West,Braddon,39,617,6.3,-1.3,TasTafe,"20-36 Valley Rd, DEVONPORT 7310",-41.1864,146.345,Mersey,Devonport City
Don,Braddon,94,1201,7.8,0.0,Don Memorial Hall,"17 Forth Rd, DON 7310",-41.1827,146.318,Mersey,Devonport City
East Devonport,Braddon,108,1633,6.6,0.8,East Devonport Primary School,"19-21 Thomas St, EAST DEVONPORT 7310",-41.1779,146.372,Mersey,Devonport City
Edith Creek,Braddon,7,118,5.9,0.8,Edith Creek Primary School,"1282 Trowutta Rd, EDITH CREEK 7330",-40.9705,145.092,Murchison,Circular Head
Elliott,Braddon,30,394,7.6,0.7,Elliott Community Centre,"829 Murchison Hwy, ELLIOTT 7325",-41.0922,145.782,Murchison,Waratah-Wynyard
Forest,Braddon,9,283,3.2,-1.3,Forest Primary School,"422 Mengha Rd, FOREST 7330",-40.8486,145.248,Murchison,Circular Head
Forth,Braddon,71,580,12.2,-0.8,Forth Town Hall,"680 Forth Rd, FORTH 7310",-41.189168,146.248552,Montgomery,Central Coast
Gawler,Braddon,30,605,5.0,0.0,Gawler Hall,"15 Top Gawler Rd, GAWLER 7315",-41.1852,146.16,Montgomery,Central Coast
Grassy,Braddon,9,110,8.2,1.1,Grassy Fire Station,"6 Fern Tree Dr, GRASSY 7256",-40.048254,144.050797,Murchison,King Island
Havenview,Braddon,24,392,6.1,3.0,Havenview Primary School,"15 Marriott St, HAVENVIEW 7320",-41.0836,145.911,Montgomery,Burnie City
Heybridge,Braddon,15,293,5.1,0.3,Blythe Heads Hall,"Sice Ave, HEYBRIDGE 7316",-41.0751,145.986,Montgomery,Central Coast
Highclere,Braddon,8,146,5.5,1.6,Highclere Community Centre,"1558 Ridgley Hwy, HIGHCLERE 7321",-41.1904,145.806,Montgomery,Burnie City
Irishtown,Braddon,4,82,4.9,2.0,Irishtown Sports Complex,"602 Irishtown Rd, IRISHTOWN 7330",-40.912449,145.143995,Murchison,Circular Head
Latrobe,Braddon,132,2174,6.1,1.5,Latrobe Primary School,"23 Lewis St, LATROBE 7307",-41.239619,146.416013,Mersey,Latrobe
Marrawah,Braddon,8,148,5.4,1.4,Marrawah Memorial Hall,"844 Comeback Rd, MARRAWAH 7330",-40.9229,144.697,Murchison,Circular Head
Melrose,Braddon,23,274,8.4,1.6,Melrose Memorial Hall,"673 Melrose Rd, MELROSE 7310",-41.2417,146.289,Mersey,Devonport City
Montello,Braddon,62,632,9.8,0.8,Montello Primary School,"83 Bird St, MONTELLO 7320",-41.0605,145.898,Murchison,Burnie City
Moorleah,Braddon,11,184,6.0,-4.9,Moorleah Community Centre,"720 Preolenna Rd, MOORLEAH 7321",-40.981,145.616,Murchison,Waratah-Wynyard
Natone,Braddon,8,116,6.9,0.2,Natone Primary School,"100 Upper Natone Rd, NATONE 7321",-41.1701,145.922,Montgomery,Burnie City
North Motton,Braddon,27,328,8.2,2.9,North Motton Hall,"578 Preston Rd, NORTH MOTTON 7315",-41.20637,146.10937,Montgomery,Central Coast
Penguin,Braddon,158,1397,11.3,0.0,Penguin District School,"105 Ironcliffe Rd, PENGUIN 7316",-41.127171,146.067557,Montgomery,Central Coast
Port Sorell,Braddon,204,2185,9.3,1.7,Port Sorell Memorial Hall,"cnr Meredith St & Darling St, PORT SORELL 7307",-41.165409,146.555718,Mersey,Latrobe
Preston,Braddon,8,114,7.0,,Preston Community Centre,"1833 Preston Rd, PRESTON 7315",-41.2972,146.062,Montgomery,Central Coast
Queenstown,Braddon,26,343,7.6,-0.2,Queenstown Memorial Hall,"53 Orr St, QUEENSTOWN 7467",-42.0802,145.558,Murchison,West Coast
Riana,Braddon,6,146,4.1,-5.3,Riana Community Centre,"1221 Pine Rd, RIANA 7316",-41.2015,145.999,Montgomery,Central Coast
Ridgley,Braddon,23,524,4.4,-0.2,Ridgley Primary School,"904 Ridgley Hwy, RIDGLEY 7321",-41.1398,145.837,Montgomery,Burnie City
Rocky Cape,Braddon,13,285,4.6,0.2,Rocky Cape Public Hall,"19074 Bass Hwy, ROCKY CAPE 7321",-40.905,145.487,Murchison,Circular Head
Romaine,Braddon,88,1034,8.5,3.0,Romaine Park Primary School,"cnr Roslyn Ave & Mount St, ROMAINE 7320",-41.076634,145.899584,Montgomery,Burnie City
Rosebery,Braddon,24,257,9.3,4.6,Rosebery Neighbourhood Centre,"8 Agnes St, ROSEBERY 7470",-41.779832,145.539126,Murchison,West Coast
Sassafras,Braddon,11,305,3.6,0.2,Sassafras Primary School,"50 School Rd, SASSAFRAS 7307",-41.2871,146.503,Mersey,Latrobe
Shorewell Park,Braddon,51,711,7.2,0.7,Hellyer College,"41-43 Mooreville Rd, SHOREWELL PARK 7320",-41.06128,145.88153,Murchison,Burnie City
Sisters Beach,Braddon,18,241,7.5,-3.5,Sisters Beach Fire Station,"34 Honeysuckle Ave, SISTERS BEACH 7321",-40.9181,145.565,Murchison,Waratah-Wynyard
Sisters Creek,Braddon,7,99,7.1,-1.5,Myalla Community Centre,"29 Myalla Rd, SISTERS CREEK 7325",-40.964904,145.572884,Murchison,Waratah-Wynyard
Smithton,Braddon,54,1007,5.4,0.2,Smithton Primary School,"27-43 Grant St, SMITHTON 7330",-40.849445,145.116059,Murchison,Circular Head
Somerset,Braddon,70,1200,5.8,1.4,Somerset Primary School,"30A Beaufort St, SOMERSET 7322",-41.038182,145.819344,Murchison,Waratah-Wynyard
South Riana,Braddon,20,197,10.2,3.6,South Riana Hall,"776 South Riana Rd, SOUTH RIANA 7316",-41.2345,145.977,Montgomery,Central Coast
Sprent,Braddon,10,247,4.0,-1.9,Sprent Primary School,"1245 Castra Rd, SPRENT 7315",-41.2627,146.16,Montgomery,Central Coast
Spreyton,Braddon,78,1216,6.4,1.4,Spreyton Primary School,"1 Mersey Main Rd, SPREYTON 7310",-41.21207,146.34434,Mersey,Devonport City
Stanley,Braddon,28,279,10.0,0.7,Stanley Primary School,"28 Pearse St, STANLEY 7331",-40.7603,145.291,Murchison,Circular Head
Stowport,Braddon,11,261,4.2,-2.7,Stowport Public Hall,"580 Stowport Rd, STOWPORT 7321",-41.1124,145.929,Montgomery,Burnie City
Strahan,Braddon,16,273,5.9,0.8,Strahan Primary School,"2 Bay St, STRAHAN 7468",-42.154043,145.320404,Murchison,West Coast
Sulphur Creek,Braddon,65,780,8.3,0.3,Sulphur Creek Hall,"310 Preservation Dr, SULPHUR CREEK 7316",-41.0935,146.026,Montgomery,Central Coast
Tullah,Braddon,5,87,5.7,-1.0,Tullah Community Hall,"24 Farrell St, TULLAH 7321",-41.737568,145.616076,Murchison,West Coast
Turners Beach,Braddon,69,827,8.3,1.3,Turners Beach Hall,"Henry St, TURNERS BEACH 7315",-41.1589,146.244,Montgomery,Central Coast
Ulverstone Central,Braddon,114,1283,8.9,0.8,Ulverstone Senior Citizens Club,"16 King Edward St, ULVERSTONE 7315",-41.15507,146.171931,Montgomery,Central Coast
Ulverstone East,Braddon,50,753,6.6,-0.6,East Ulverstone Primary School,"18 Crawford St, ULVERSTONE 7315",-41.1546,146.192,Montgomery,Central Coast
Ulverstone South,Braddon,146,1753,8.3,1.5,Ulverstone High School,"38 Leven St, ULVERSTONE 7315",-41.16201,146.17091,Montgomery,Central Coast
Waratah,Braddon,12,117,10.3,-1.9,Waratah Municipal Chambers,"12-14 Smith St, WARATAH 7321",-41.44422,145.5313,Murchison,Waratah-Wynyard
Wesley Vale,Braddon,18,343,5.2,-0.6,Andrews Creek Primary School,"20 Westwind Dr, WESLEY VALE 7307",-41.188828,146.456401,Mersey,Latrobe
West Ulverstone,Braddon,116,1400,8.3,1.9,West Ulverstone Primary School,"34 Maud St, WEST ULVERSTONE 7315",-41.1482,146.16,Montgomery,Central Coast
Wivenhoe,Braddon,20,338,5.9,0.1,Leighland Christian School Brunie Campus,"Hull St, WIVENHOE 7320",-41.0695,145.93556,Montgomery,Burnie City
Wynyard Central,Braddon,104,1547,6.7,1.0,Wynyard Senior Citizens Club Rooms,"28 Jackson St, WYNYARD 7325",-40.9909,145.729,Murchison,Waratah-Wynyard
Wynyard West,Braddon,53,1150,4.6,-0.1,Wynyard High School,"30 Church St, WYNYARD 7325",-40.9867,145.717,Murchison,Waratah-Wynyard
Yolla,Braddon,16,279,5.7,1.9,Yolla District High School,"School Lane, YOLLA 7325",-41.1237,145.719,Murchison,Waratah-Wynyard
Zeehan,Braddon,23,304,7.6,4.4,Zeehan Primary School,"7 Belstead St, ZEEHAN 7469",-41.888,145.34,Murchison,West Coast
Austins Ferry,Clark,128,1445,8.9,3.1,St Virgil's College,"195 Main Rd, AUSTINS FERRY 7011",-42.774487,147.251105,Derwent,Glenorchy City
Battery Point,Clark,213,761,28.0,-0.3,St George's Church Hall,"28 Cromwell St, BATTERY POINT 7004",-42.891559,147.332663,Hobart,Hobart City
Battery Point West,Clark,67,220,30.5,2.0,Albuera Street Primary School,"10A Albuera St, BATTERY POINT 7004",-42.8912,147.326,Hobart,Hobart City
Cascades,Clark,416,903,46.1,-3.4,South Hobart Primary School,"59 Anglesea St, SOUTH HOBART 7004",-42.892494,147.310633,Hobart,Hobart City
Chigwell,Clark,82,1028,8.0,0.6,Chigwell Barn,"10 Bucaan St, CHIGWELL 7011",-42.811194,147.241655,Derwent,Glenorchy City
Claremont,Clark,66,391,16.9,5.9,Claremont College,"61 Claremont Link Rd, CLAREMONT 7011",-42.79416,147.249718,Derwent,Glenorchy City
Collinsvale,Clark,56,336,16.7,-4.4,Collinsvale Primary School,"508 Collinsvale Rd, COLLINSVALE 7012",-42.8367,147.198,Elwick,Glenorchy City
Dynnyrne,Clark,209,803,26.0,-2.7,Princes Street Primary School,"Randall St, SANDY BAY 7005",-42.8984,147.319,Nelson,Hobart City
Fern Tree,Clark,215,472,45.6,2.4,Fern Tree Fire Station,"7 Summerleas Rd, FERN TREE 7054",-42.923248,147.260441,Hobart,Hobart City
Glenorchy,Clark,268,2207,12.1,1.4,Glenorchy Primary School,"Kensington St, GLENORCHY 7010",-42.832391,147.266343,Elwick,Glenorchy City
Glenorchy Central,Clark,123,665,18.5,4.7,MyState Bank Arena (Derwent Room),"601 Brooker Hwy, GLENORCHY 7010",-42.82426,147.282722,Elwick,Glenorchy City
Goodwood,Clark,59,355,16.6,6.2,Goodwood Primary School,"Elmsleigh Rd, MOONAH 7009",-42.831689,147.293744,Elwick,Glenorchy City
Hobart City,Clark,298,751,39.7,-0.5,Hobart City Hall,"57-63 Macquarie St, HOBART 7000",-42.880478,147.331554,Hobart,Hobart City
Lenah Valley,Clark,507,2092,24.2,1.7,Lenah Valley Primary School,"11 Creek Rd, LENAH VALLEY 7008",-42.8612,147.29,Elwick,Hobart City
Lower Sandy Bay,Clark,141,794,17.8,-1.3,Sandy Bay Infant School,"568 Sandy Bay Rd, SANDY BAY 7005",-42.909594,147.34935,Nelson,Hobart City
Merton,Clark,214,1448,14.8,3.2,Tolosa Hall,"148 Tolosa St, GLENORCHY 7010",-42.8455,147.265,Elwick,Glenorchy City
Moonah,Clark,228,1153,19.8,0.3,Moonah Community Centre,"7 Gormanston Rd, MOONAH 7009",-42.846325,147.299722,Elwick,Glenorchy City
Moonah East,Clark,303,1525,19.9,2.5,Bowen Road Primary School,"35 Bowen Rd, MOONAH 7009",-42.8474,147.308,Elwick,Glenorchy City
Moonah North,Clark,300,1317,22.8,5.2,Moonah Primary School,"40 Derwent Park Rd, MOONAH 7009",-42.838,147.296,Elwick,Glenorchy City
Mount Nelson,Clark,293,1125,26.0,0.5,Mt Nelson Primary School,"388 Nelson Rd, MOUNT NELSON 7007",-42.9136,147.323,Nelson,Hobart City
Mount Stuart,Clark,226,806,28.0,1.7,Mt Stuart Primary School,"106 Gillon Cres, MOUNT STUART 7000",-42.875,147.299,Hobart,Hobart City
New Town,Clark,176,671,26.2,-2.6,The Friends’ School,"395 Argyle St, NORTH HOBART 7000",-42.867,147.316,Hobart,Hobart City
New Town West,Clark,367,1571,23.4,1.4,Sacred Heart College,"67 Clare St, NEW TOWN 7008",-42.8615,147.304,Hobart,Hobart City
North Hobart Central,Clark,452,1290,35.0,0.8,Hobart North Uniting Church,"2 Swan St, NORTH HOBART 7000",-42.8728,147.314,Hobart,Hobart City
Roseneath,Clark,72,859,8.4,0.6,Austins Ferry Primary School,"13 Brodie St, CLAREMONT 7011",-42.78618,147.240549,Derwent,Glenorchy City
Rosetta,Clark,74,566,13.1,-4.2,Rosetta Primary School,"32 Riverview Pde, ROSETTA 7010",-42.821437,147.258738,Elwick,Glenorchy City
Sandy Bay,Clark,310,1255,24.7,4.6,Wellspring Anglican Church Hall,"43 Grosvenor St, SANDY BAY 7005",-42.8992,147.327,Nelson,Hobart City
Sandy Bay Beach,Clark,91,653,13.9,0.8,Harold Gregg Centre,"1 Southerwood Dr, SANDY BAY 7005",-42.9138,147.355,Nelson,Hobart City
South Hobart,Clark,480,1190,40.3,2.1,St Francis Xavier's Church Hall,"34 Anglesea St, SOUTH HOBART 7004",-42.8949,147.312,Hobart,Hobart City
Taroona,Clark,432,1159,37.3,-0.9,Taroona Primary School,"104 Channel Hwy, TAROONA 7053",-42.943302,147.352737,Nelson,Hobart City
Waimea Heights,Clark,167,830,20.1,2.8,Waimea Heights Primary School,"12 Balfour Ct, SANDY BAY 7005",-42.909011,147.33674,Nelson,Hobart City
West Hobart,Clark,129,402,32.1,-0.5,St Peter's Hall,"Cnr Brisbane/Harrington Sts, HOBART 7000",-42.881458,147.320654,Hobart,Hobart City
West Hobart Central,Clark,480,1466,32.7,0.3,Lansdowne Crescent Primary School,"15 Gourlay St, WEST HOBART 7000",-42.8819,147.309,Hobart,Hobart City
West Hobart South,Clark,383,930,41.2,3.5,Goulburn Street Primary School,"Forest Rd, WEST HOBART 7000",-42.8878,147.317,Hobart,Hobart City
Windermere,Clark,138,1392,9.9,2.8,Windermere Primary School,"2 Cadbury Rd, CLAREMONT 7011",-42.80013,147.259102,Derwent,Glenorchy City
Adventure Bay,Franklin,27,150,18.0,-8.2,Adventure Bay Hall,"Adventure Bay Rd, ADVENTURE BAY 7150",-43.3458,147.321,Huon,Kingborough
Alonnah,Franklin,50,253,19.8,-15.6,Bruny Island District School,"15 School Rd, ALONNAH 7150",-43.31807,147.244455,Huon,Kingborough
Bellerive,Franklin,237,1524,15.6,-4.2,Bellerive Primary School,"20 Leslie St, BELLERIVE 7018",-42.872974,147.372791,Pembroke,Clarence City
Blackmans Bay,Franklin,211,1068,19.8,-4.9,Blackmans Bay Primary School,"177 Roslyn Ave, BLACKMANS BAY 7052",-42.996938,147.321219,Nelson,Kingborough
Blackmans Bay South,Franklin,164,1004,16.3,-9.0,Illawarra Primary School,"6 Tinderbox Rd, BLACKMANS BAY 7052",-43.00865,147.319378,Huon,Kingborough
Cambridge,Franklin,133,1244,10.7,-5.3,Cambridge Primary School,"976 Cambridge Rd, CAMBRIDGE 7170",-42.8362,147.442,Rumney,Clarence City
Clarence,Franklin,194,1361,14.3,-5.3,Clarence High School,"25 Wentworth St, BELLERIVE 7018",-42.8784,147.389,Pembroke,Clarence City
Clarendon Vale,Franklin,82,887,9.2,0.1,Clarendon Vale Primary School,"25 Mockridge Rd, CLARENDON VALE 7019",-42.8873,147.445,Rumney,Clarence City
Cradoc,Franklin,74,519,14.3,-10.0,Cradoc Park,"8243 Channel Hwy, CRADOC 7109",-43.1064,147.034,Huon,Huon Valley
Cygnet,Franklin,277,1493,18.6,-19.4,Cygnet Sports Centre,"19 Louisa St, CYGNET 7112",-43.158236,147.071378,Huon,Huon Valley
Dover,Franklin,73,637,11.5,-2.0,Dover District High School,"6940 Huon Hwy, DOVER 7117",-43.3105,147.013,Huon,Huon Valley
Geeveston,Franklin,143,1053,13.6,-6.2,Geeveston Primary School,"63 Arve Rd, GEEVESTON 7116",-43.1625,146.922,Huon,Huon Valley
Geilston Bay,Franklin,205,1312,15.6,-2.9,Lindisfarne North Primary School,"271 East Derwent Hwy, GEILSTON BAY 7015",-42.8383,147.349,Pembroke,Clarence City
Glen Huon,Franklin,31,315,9.8,-15.5,Glen Huon Primary School,"801 Glen Huon Rd, GLEN HUON 7109",-43.0278,146.962,Huon,Huon Valley
Howden,Franklin,50,320,15.6,-8.9,Howden Fire Station,"392 Howden Rd, HOWDEN 7054",-43.019128,147.291545,Huon,Kingborough
Howrah,Franklin,244,1908,12.8,-2.0,"Howrah Scout Hall, Howrah Primary School","7 Howrah Rd, HOWRAH 7018",-42.8819,147.404,Pembroke,Clarence City
Huonville,Franklin,263,1794,14.7,-5.9,Huonville Primary School,"74 Wilmot Rd, HUONVILLE 7109",-43.02424,147.044783,Huon,Huon Valley
Judbury,Franklin,43,253,17.0,-3.5,Judbury Hall,"1273 Glen Huon Rd, JUDBURY 7109",-42.9982,146.9283,Huon,Huon Valley
Kettering,Franklin,78,509,15.3,-15.7,Kettering Community Centre,"2963 Channel Hwy, KETTERING 7155",-43.1257,147.247,Huon,Kingborough
Kingston,Franklin,481,2987,16.1,-12.5,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston,Franklin,481,2987,16.1,-5.5,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach,Franklin,170,812,20.9,-8.2,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Kingston Beach,Franklin,170,812,20.9,-6.9,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Lauderdale,Franklin,245,1933,12.7,-6.1,Lauderdale Primary Sports Centre,"3 Acton Rd, LAUDERDALE 7021",-42.904254,147.478491,Rumney,Clarence City
Lindisfarne,Franklin,168,1155,14.5,-8.0,Lindisfarne Primary School,"17 Loatta Rd, LINDISFARNE 7015",-42.8519,147.363,Pembroke,Clarence City
Lindisfarne Village,Franklin,217,1367,15.9,-6.0,Lindisfarne Citizens Activities Centre,"37A Lincoln St, LINDISFARNE 7015",-42.847111,147.355308,Pembroke,Clarence City
Maranoa Heights,Franklin,90,793,11.3,-5.7,Southern Christian College,"150 Redwood Rd, KINGSTON 7050",-42.9896,147.309,Nelson,Kingborough
Margate,Franklin,214,1454,14.7,-5.9,Margate Primary School,"7 Van Morey Rd, MARGATE 7054",-43.028671,147.261676,Huon,Kingborough
Middleton,Franklin,30,260,11.5,-17.3,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
