PollingPlaceNm,DivisionNm,GreensVotes_2022,TotalVotes_2022,GreensPercentage_2022,SwingPercentage,PremisesNm_2022,PremisesAddress_2022,Latitude,Longitude,LegCo,LocalCouncil
Howden,Franklin,78,343,22.7,-1.4,Howden Fire Station,"392 Howden Rd, HOWDEN 7054",-43.019128,147.291545,Huon,Kingborough
Howrah,Franklin,421,2155,19.5,5.7,"Howrah Scout Hall, Howrah Primary School","7 Howrah Rd, HOWRAH 7018",-42.8819,147.404,Pembroke,Clarence City
Huonville,Franklin,181,1168,15.5,2.4,Huonville Primary School,"74 Wilmot Rd, HUONVILLE 7109",-43.02424,147.044783,Huon,Huon Valley
Judbury,Franklin,60,272,22.1,4.8,Judbury Hall,"1273 Glen Huon Rd, JUDBURY 7109",-42.9982,146.9283,Huon,Huon Valley
Kettering,Franklin,126,504,25.0,-4.6,Kettering Community Centre,"2963 Channel Hwy, KETTERING 7155",-43.1257,147.247,Huon,Kingborough
Kingston (Franklin),Franklin,403,1870,21.6,2.2,Kingborough Community Hub,"7 Goshawk Way, KINGSTON 7050",-42.976944,147.308333,Nelson,Kingborough
Kingston Beach (Franklin),Franklin,327,1170,27.9,3.9,Kingston Beach Hall,"20 Beach Rd, KINGSTON BEACH 7050",-42.981534,147.323507,Nelson,Kingborough
Kingston South,Franklin,55,257,21.4,,Kingston Scout Hall,"Kingston View Drive, KINGSTON 7050",-42.972831,147.284727,Nelson,Kingborough
Lauderdale,Franklin,343,1784,19.2,2.9,Lauderdale Primary Sports Centre,"3 Acton Rd, LAUDERDALE 7021",-42.904254,147.478491,Rumney,Clarence City
Lindisfarne,Franklin,286,1194,24.0,4.3,Lindisfarne Primary School,"17 Loatta Rd, LINDISFARNE 7015",-42.8519,147.363,Pembroke,Clarence City
Lindisfarne Village,Franklin,327,1411,23.2,4.5,Lindisfarne Citizens Activities Centre,"37A Lincoln St, LINDISFARNE 7015",-42.847111,147.355308,Pembroke,Clarence City
Maranoa Heights,Franklin,135,1017,13.3,0.0,Southern Christian College,"150 Redwood Rd, KINGSTON 7050",-42.9896,147.309,Nelson,Kingborough
Margate,Franklin,337,1530,22.0,2.3,Margate Primary School,"7 Van Morey Rd, MARGATE 7054",-43.028671,147.261676,Huon,Kingborough
Middleton,Franklin,70,283,24.7,3.3,South Channel Community Centre,"25 McDowall St, MIDDLETON 7163",-43.2311,147.256,Huon,Kingborough
Montagu Bay,Franklin,275,1105,24.9,6.7,Montagu Bay Primary School,"10 Conara Rd, MONTAGU BAY 7018",-42.8646,147.353,Pembroke,Clarence City
Mornington,Franklin,86,620,13.9,2.4,Citywide Baptist Church,"400 Cambridge Rd, MORNINGTON 7018",-42.856351,147.401753,Pembroke,Clarence City
Mountain River,Franklin,113,513,22.0,0.9,Mountain River Memorial Hall,"263 Mountain River Rd, MOUNTAIN RIVER 7109",-42.9614,147.109,Huon,Huon Valley
Ranelagh,Franklin,150,924,16.2,1.2,Ranelagh Memorial Hall,"40 Marguerite St, RANELAGH 7109",-43.0086,147.039,Huon,Huon Valley
Risdon Vale,Franklin,108,1208,8.9,2.3,Risdon Vale Primary School,"2 Heather Rd, RISDON VALE 7016",-42.8131,147.354,Rumney,Clarence City
Rokeby,Franklin,148,1331,11.1,2.5,Rokeby Primary School,"73 Burtonia St, ROKEBY 7019",-42.898953,147.433723,Rumney,Clarence City
Sandfly (Franklin),Franklin,178,690,25.8,2.2,Sandfly Hall,"811 Sandfly Rd, SANDFLY 7150",-42.985,147.196,Huon,Kingborough
Sandford,Franklin,403,1442,27.9,5.4,Sandford Hall,"949 South Arm Rd, SANDFORD 7020",-42.9402,147.495,Rumney,Clarence City
Seven Mile Beach,Franklin,169,818,20.7,0.1,Ramada Resort By Wyndham Seven Mile Beach,"78 Surf Rd, SEVEN MILE BEACH 7170",-42.8526,147.511,Rumney,Clarence City
Snug,Franklin,256,1028,24.9,2.1,Snug Primary School,"2208 Channel Hwy, SNUG 7054",-43.0664,147.255,Huon,Kingborough
South Arm,Franklin,179,687,26.1,4.4,South Arm Primary School,"32 Harmony Lane, SOUTH ARM 7022",-43.0264,147.421,Rumney,Clarence City
Southport,Franklin,24,139,17.3,3.8,Southport Community Centre,"8606 Huon Hwy, SOUTHPORT 7109",-43.418985,146.959638,Huon,Huon Valley
Tranmere,Franklin,287,1742,16.5,3.3,Tranmere Hall,"27 Tranmere Rd, HOWRAH 7018",-42.8911,147.409,Pembroke,Clarence City
Warrane,Franklin,248,1538,16.1,3.5,Warrane Primary School,"213 Cambridge Rd, WARRANE 7018",-42.86115,147.38256,Pembroke,Clarence City
Woodbridge,Franklin,159,388,41.0,7.9,Woodbridge Hall,"3445 Channel Hwy, WOODBRIDGE 7162",-43.1601,147.239,Huon,Kingborough
Avoca,Lyons,10,137,7.3,2.5,Avoca War Memorial Hall,"3 Falmouth St, AVOCA 7213",-41.782499,147.719216,McIntyre,Northern Midlands
Bagdad,Lyons,41,730,5.6,0.2,Bagdad Primary School,"46 School Rd, BAGDAD 7030",-42.6249,147.223,Prosser,Southern Midlands
Bicheno,Lyons,121,512,23.6,5.8,Bicheno War Memorial Hall,"78 Burgess St, BICHENO 7215",-41.8743,148.3003,Prosser,Glamorgan-Spring Bay
Bothwell,Lyons,11,313,3.5,0.5,Bothwell Council Chambers,"19 Alexander St, BOTHWELL 7030",-42.3819,147.006,Derwent,Central Highlands
Bracknell,Lyons,25,387,6.5,1.6,Bracknell War Memorial Hall,"Louisa St, BRACKNELL 7302",-41.6512,146.943,McIntyre,Meander Valley
Bridgewater,Lyons,93,1835,5.1,0.8,Brighton Civic Centre,"25 Green Point Rd, BRIDGEWATER 7030",-42.739164,147.243512,Derwent,Brighton
Brighton,Lyons,123,1985,6.2,0.3,Brighton Primary School,"27 Downie St, BRIGHTON 7030",-42.6991,147.258,Derwent,Brighton
Broadmarsh,Lyons,16,218,7.3,0.5,Broadmarsh Hall,"1218 Elderslie Rd, BROADMARSH 7030",-42.6567,147.126,Prosser,Southern Midlands
Campania,Lyons,42,531,7.9,-0.9,Campania Hall,"45 Reeve St, CAMPANIA 7026",-42.667109,147.421053,Prosser,Southern Midlands
Campbell Town,Lyons,47,600,7.8,2.5,Campbell Town Town Hall,"75 High St, CAMPBELL TOWN 7210",-41.926995,147.494438,Prosser,Northern Midlands
Carlton,Lyons,41,170,24.1,5.6,Blue Lagoon Christian Camp,"41-55 Bally Park Rd, DODGES FERRY 7173",-42.862267,147.614915,Prosser,Sorell
Carrick,Lyons,38,636,6.0,0.0,Carrick Public Hall,"29 Meander Valley Rd, CARRICK 7291",-41.530917,147.011259,McIntyre,Meander Valley
Chudleigh,Lyons,31,262,11.8,1.1,Chudleigh Memorial Hall,"54 Sorell St, CHUDLEIGH 7304",-41.557239,146.481292,McIntyre,Meander Valley
Claude Road,Lyons,56,391,14.3,1.6,Claude Road Memorial Hall,"787 Claude Rd, CLAUDE ROAD 7306",-41.4343,146.275,Montgomery,Kentish
Colebrook,Lyons,12,168,7.1,-0.4,Colebrook Memorial Hall,"45 Richmond St, COLEBROOK 7027",-42.533165,147.362604,Prosser,Southern Midlands
Coles Bay,Lyons,48,150,32.0,10.1,Coles Bay Community Hall,"60 Harold St, COLES BAY 7215",-42.1249,148.286,Prosser,Glamorgan-Spring Bay
Copping,Lyons,56,205,27.3,9.1,Copping Hall,"69 Allanby St, COPPING 7174",-42.819982,147.802747,Prosser,Sorell
Cressy,Lyons,34,640,5.3,0.8,Cressy Community Hall,"67 Main St, CRESSY 7302",-41.685476,147.080745,McIntyre,Northern Midlands
Deloraine,Lyons,214,1535,13.9,0.5,Deloraine High School Hall,"East Barrack St, DELORAINE 7304",-41.52917,146.66111,McIntyre,Meander Valley
Dodges Ferry,Lyons,312,1302,24.0,6.0,Dodges Ferry Community Recreation Centre,"532 Old Forcett Rd, DODGES FERRY 7173",-42.8485,147.624,Prosser,Sorell
Dromedary,Lyons,31,364,8.5,0.4,Dromedary (Millvale) Community Hall,"14 Millvale Rd, DROMEDARY 7030",-42.7282,147.179,Derwent,Brighton
Dunalley,Lyons,50,323,15.5,-2.2,Dunalley Community Hall,"5 Franklin St, DUNALLEY 7177",-42.887008,147.812638,Prosser,Sorell
Elizabeth Town,Lyons,23,245,9.4,2.4,Ashgrove Cheese Dairy Door,"6173 Bass Hwy, ELIZABETH TOWN 7304",-41.429873,146.557049,McIntyre,Meander Valley
Epping Forest,Lyons,3,134,2.2,-2.0,Epping Hall,"13517 Midland Hwy, EPPING FOREST 7211",-41.758076,147.349062,McIntyre,Northern Midlands
Evandale,Lyons,108,782,13.8,4.1,Evandale Primary School,"5-11 Barclay St, EVANDALE 7212",-41.5672,147.247,McIntyre,Northern Midlands
Fingal,Lyons,20,240,8.3,5.2,Fingal Neighbourhood House,"20 Talbot St, FINGAL 7214",-41.638599,147.970926,McIntyre,Break O'Day
Forcett,Lyons,55,401,13.7,1.6,Forcett Public Hall,"699 Arthur Hwy, FORCETT 7173",-42.806209,147.631863,Prosser,Sorell
Gagebrook,Lyons,44,797,5.5,1.2,Herdsmans Cove Primary School,"2 Lamprill Circle, HERDSMANS COVE 7030",-42.748887,147.263868,Derwent,Brighton
Glenora,Lyons,22,298,7.4,0.8,Glenora District High School,"620 Gordon River Rd, GLENORA 7140",-42.6969,146.889,Derwent,Derwent Valley
Granton,Lyons,45,690,6.5,0.8,Granton Memorial Hall,"1 Lyell Hwy, GRANTON 7030",-42.7498,147.224,Derwent,Derwent Valley
Hadspen,Lyons,82,1026,8.0,3.3,Hadspen Memorial Centre,"1A Clare St, HADSPEN 7290",-41.504103,147.06161,Launceston,Meander Valley
Hagley,Lyons,16,263,6.1,-0.3,Hagley Farm Primary School,"2508 Meander Valley Rd, HAGLEY 7292",-41.526508,146.903129,McIntyre,Meander Valley
Kempton,Lyons,17,310,5.5,2.0,Kempton Memorial Hall,"89 Main St, KEMPTON 7030",-42.531821,147.200647,Prosser,Southern Midlands
Lachlan,Lyons,52,449,11.6,-0.8,Lachlan Community Hall,"511 Lachlan Rd, LACHLAN 7140",-42.8304,147.043,Derwent,Derwent Valley
Longford,Lyons,118,1716,6.9,2.4,Longford War Memorial Hall,"53 Wellington St, LONGFORD 7301",-41.59314,147.121997,McIntyre,Northern Midlands
Lower Barrington,Lyons,50,563,8.9,2.5,Lower Barrington Public Hall,"1027 Sheffield Rd, LOWER BARRINGTON 7306",-41.291,146.291,Montgomery,Kentish
Magra,Lyons,28,538,5.2,1.9,Magra CWA Building,"377 Back River Rd, MAGRA 7140",-42.7559,147.054,Derwent,Derwent Valley
Meander,Lyons,43,238,18.1,4.7,Meander Primary School,"137 Main Rd, MEANDER 7304",-41.653057,146.611604,McIntyre,Meander Valley
Midway Point,Lyons,136,957,14.2,3.7,Midway Point Community Hall,"34 Raynors Rd, MIDWAY POINT 7171",-42.7997,147.533,Rumney,Sorell
Miena,Lyons,13,168,7.7,-0.4,Miena Community Centre,"55-57 Cider Gum Rd, MIENA 7030",-41.9937,146.708,Derwent,Central Highlands
Mole Creek,Lyons,36,260,13.8,4.2,Mole Creek Primary School,"4 Caveside Rd, MOLE CREEK 7304",-41.557472,146.406501,McIntyre,Meander Valley
Molesworth,Lyons,41,312,13.1,-0.3,Molesworth Community Hall,"560 Molesworth Rd, MOLESWORTH 7140",-42.80423,147.161093,Derwent,Derwent Valley
New Norfolk,Lyons,195,1783,10.9,2.7,New Norfolk Primary School,"8 Pioneer Ave, NEW NORFOLK 7140",-42.7793,147.064,Derwent,Derwent Valley
New Norfolk North,Lyons,72,1074,6.7,2.5,Fairview Primary School,"211 Back River Rd, NEW NORFOLK 7140",-42.774251,147.04917,Derwent,Derwent Valley
Nubeena,Lyons,119,605,19.7,0.1,Nubeena CWA Hall,"1634 Main Rd, NUBEENA 7184",-43.098072,147.742474,Prosser,Tasman
Oatlands,Lyons,39,603,6.5,1.3,Oatlands District High School,"27 Church St, OATLANDS 7120",-42.301506,147.371821,Prosser,Southern Midlands
Old Beach,Lyons,157,1474,10.7,1.6,Old Beach Community Centre,"86 Jetty Rd, OLD BEACH 7017",-42.77427,147.26576,Rumney,Brighton
Orford,Lyons,49,431,11.4,2.9,Orford Primary School,"35 Charles st, ORFORD 7190",-42.563502,147.87386,Prosser,Glamorgan-Spring Bay
Ouse,Lyons,12,304,3.9,-0.5,Ouse Online Centre,"6947 Lyell Hwy, OUSE 7140",-42.485288,146.711018,Derwent,Central Highlands
Perth,Lyons,127,1678,7.6,2.1,Perth Community Centre,"173 Fairtlough St, PERTH 7300",-41.5725,147.173,McIntyre,Northern Midlands
Pontville,Lyons,46,671,6.9,1.5,Pontville Old Council Chambers,"371 Brighton Rd, PONTVILLE 7030",-42.683895,147.265554,Prosser,Brighton
Primrose Sands,Lyons,55,441,12.5,3.5,Primrose Sands Community Hall,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",-42.892403,147.671829,Prosser,Sorell
Prospect (Lyons),Lyons,96,1148,8.4,1.5,St Patrick's College,"282 Westbury Rd, PROSPECT 7250",-41.472,147.126,Rosevears,Launceston City
Prospect Vale,Lyons,68,901,7.5,0.6,Residential Retirement Village Clubrooms,"12 Casino Rise, PROSPECT VALE 7250",-41.4782,147.11,Launceston,Meander Valley
Railton,Lyons,28,619,4.5,-0.1,Sheffield School - Railton Campus,"94 Foster St, RAILTON 7305",-41.3526,146.414,McIntyre,Kentish
Richmond,Lyons,149,780,19.1,6.6,Richmond Primary School,"Commercial Rd, RICHMOND 7025",-42.739282,147.437988,Rumney,Clarence City
Ross,Lyons,20,282,7.1,0.0,Ross Town Hall,"12 Bridge St, ROSS 7209",-42.031409,147.492498,Prosser,Northern Midlands
Scamander,Lyons,66,317,20.8,6.3,Scamander Sports Complex,"1 Old Coach Rd, SCAMANDER 7215",-41.454218,148.26009,McIntyre,Break O'Day
Sheffield,Lyons,81,876,9.2,1.8,Sheffield School,"12 Henry St, SHEFFIELD 7306",-41.380689,146.330316,Montgomery,Kentish
Sorell,Lyons,173,1489,11.6,3.2,Sorell Memorial Hall,"47 Cole St, SORELL 7172",-42.780612,147.560628,Prosser,Sorell
Sorell South,Lyons,30,138,21.7,10.3,Sorell School,"41 Gordon St, SORELL 7172",-42.7859,147.561,Prosser,Sorell
St Helens,Lyons,105,676,15.5,3.0,St Helens Memorial Hall,"39 Cecilia St, ST HELENS 7216",-41.322629,148.249351,McIntyre,Break O'Day
St Marys,Lyons,77,433,17.8,3.7,St Marys Community Hall,"23 Main St, ST MARYS 7215",-41.57969,148.18531,McIntyre,Break O'Day
Summerhill (Lyons),Lyons,20,294,6.8,0.3,Summerdale Community Hall,"82-84 Stanley St, SUMMERHILL 7250",-41.467659,147.130022,Rosevears,Launceston City
Swansea,Lyons,69,726,9.5,-0.9,Swansea Town Hall,"12 Franklin St, SWANSEA 7190",-42.1245,148.077,Prosser,Glamorgan-Spring Bay
Taranna,Lyons,82,331,24.8,5.2,Tasman Peninsula Community Centre,"Gourlay Rd, TARANNA 7180",-43.037984,147.867522,Prosser,Tasman
Tea Tree,Lyons,23,267,8.6,-1.0,Tea Tree Community Hall,"Briar Banks Rd, TEA TREE 7017",-42.689533,147.323592,Prosser,Brighton
Triabunna,Lyons,35,540,6.5,2.9,Triabunna Hall,"3 Vicary St, TRIABUNNA 7190",-42.50822,147.910384,Prosser,Glamorgan-Spring Bay
Tunnack,Lyons,8,256,3.1,0.0,Tunnack Public Hall,"2147 Tunnack Rd, TUNNACK 7120",-42.456521,147.461779,Prosser,Southern Midlands
Westbury,Lyons,94,1010,9.3,0.9,Westbury Town Hall,"26 Lyall St, WESTBURY 7303",-41.528106,146.83102,McIntyre,Meander Valley
Westerway,Lyons,45,349,12.9,2.7,Westerway Primary School,"1619 Gordon River Rd, WESTERWAY 7140",-42.6775,146.787,Derwent,Derwent Valley
Wilmot,Lyons,36,197,18.3,7.2,Wilmot Primary School,"61 Main St, WILMOT 7310",-41.386919,146.175659,Montgomery,Kentish
